cbg,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,year,fips,county,yvar,yvar_cut,city,population,geometry,pop_density,dense,sparse
060411322003,06,041,132200,3,1500000US060411322003,060411322003,3,BG,285626613,55024436,2020,06041,Marin,3.39926267281106,"(3,4]",FALSE,62,"list(list(c(-123.020562, -123.015202, -123.011533, -122.99242, -122.960889, -122.952086, -122.949074, -122.949626, -122.953537, -122.953629, -122.955842, -122.96086, -122.967349, -122.965408, -122.96637, -122.968112, -122.980733, -122.980425, -122.981831, -122.985511, -122.991953, -122.994205, -122.995631, -122.995328, -122.987149, -122.982321, -122.978993, -122.973294655166, -122.971959, -122.967179, -122.962859, -122.956581, -122.95262, -122.943728, -122.937912, -122.932002, -122.928707, -122.907214, 
-122.899786, -122.896477, -122.893512, -122.890073, -122.887823, -122.885737, -122.881154, -122.876105, -122.87119, -122.865861, -122.859425, -122.852047, -122.847326, -122.851515, -122.855097, -122.857414, -122.859091, -122.862022, -122.864984, -122.865631, -122.86959, -122.869626, -122.875943, -122.888054, -122.883798, -122.88218, -122.878982, -122.878328, -122.879084, -122.880706, -122.877855, -122.874349, -122.866357, -122.863855, -122.86444, -122.862285, -122.859157, -122.856305, -122.854648, 
-122.852611, -122.851654, -122.851915, -122.850724, -122.85061, -122.851302, -122.850285, -122.848496, -122.844863, -122.843167, -122.841252, -122.84113, -122.839224, -122.835437, -122.838526, -122.835288, -122.834773, -122.837543, -122.838753, -122.839738, -122.842792, -122.840799, -122.839168, -122.838152, -122.83373, -122.830185, -122.826998, -122.826363, -122.824824, -122.824452, -122.822814, -122.821015, -122.820068, -122.819018, -122.819208, -122.815767, -122.812537, -122.81195, -122.813707, 
-122.815565, -122.817745, -122.81872, -122.820282, -122.812887, -122.808382, -122.805109, -122.802913, -122.801058, -122.799564, -122.798146, -122.798938, -122.798938, -122.795712, -122.794551, -122.792244, -122.789318, -122.787511, -122.784495, -122.78464, -122.784013, -122.784331, -122.784381, -122.782378, -122.779432, -122.779453, -122.778154, -122.776861, -122.771851, -122.769999, -122.772296, -122.771877, -122.768895, -122.765262, -122.7637, -122.758302, -122.754658, -122.751828, -122.748624, 
-122.746357, -122.744481, -122.74233, -122.741754, -122.735875, -122.730557, -122.727475, -122.724534, -122.724014, -122.723074, -122.720817, -122.718424, -122.714927, -122.712287, -122.711385, -122.712453, -122.711176, -122.709469, -122.708697, -122.710891, -122.709171, -122.70988, -122.708913, -122.704532, -122.701923, -122.698338, -122.698856, -122.697529, -122.697692, -122.699739, -122.700954, -122.703105, -122.705644, -122.70696, -122.709078, -122.709663, -122.712295, -122.713383, -122.715736, 
-122.715992, -122.716293, -122.714879, -122.713565, -122.711865, -122.711203, -122.710461, -122.710366, -122.70959, -122.708576, -122.707691, -122.708399, -122.711002, -122.713746, -122.715675, -122.720219, -122.723661, -122.723393, -122.719746, -122.716161, -122.712054, -122.710837, -122.708959, -122.708589, -122.709249, -122.708766, -122.710272, -122.710978, -122.713339, -122.713157, -122.715574, -122.715723, -122.7193, -122.720282, -122.718314, -122.716384, -122.714974, -122.715215, -122.713269, 
-122.710716, -122.705106, -122.703794, -122.701204, -122.699632, -122.696998, -122.694255, -122.695947, -122.699088, -122.700721, -122.701209, -122.703578, -122.706068, -122.705917, -122.709018, -122.711242, -122.713244, -122.710754, -122.708485, -122.714397, -122.713263, -122.713575, -122.715763, -122.715034, -122.717843, -122.722658, -122.724881, -122.73688374446, -122.736898, -122.748746, -122.754606, -122.758977, -122.766138, -122.768235, -122.771779, -122.776476, -122.776121, -122.779284, -122.78267, 
-122.783244, -122.791739, -122.797405, -122.806818179765, -122.808777, -122.811471, -122.821383, -122.856573, -122.882114, -122.905106, -122.923139, -122.939711, -122.956811, -122.972378, -122.981776, -122.983138, -122.983656, -122.983034, -122.974043, -122.967697, -122.963544, -122.972104, -122.97439, -122.986011, -122.991497, -122.994223, -123.006328, -123.007478, -123.011672, -123.014276, -123.024066, -123.020562, 37.999544, 38.000278, 38.003438, 38.041758, 38.112962, 38.138562, 38.15406, 38.164041, 
38.170284, 38.17567, 38.178014, 38.179409, 38.182764, 38.187113, 38.198514, 38.202428, 38.21534, 38.220984, 38.223102, 38.224876, 38.233185, 38.236386, 38.238626, 38.240754, 38.237538, 38.234145, 38.229291, 38.2320698939332, 38.230469, 38.226607, 38.222742, 38.216475, 38.212813, 38.206198, 38.201372, 38.19792, 38.194056, 38.167637, 38.157736, 38.152232, 38.148576, 38.141781, 38.138287, 38.134098, 38.126921, 38.121959, 38.118878, 38.115149, 38.110076, 38.103766, 38.100813, 38.097773, 38.100579, 38.103617, 
38.104199, 38.107208, 38.109547, 38.110992, 38.11371, 38.11449, 38.113552, 38.110682, 38.109304, 38.108205, 38.107531, 38.1061, 38.101353, 38.100383, 38.092826, 38.090003, 38.084364, 38.084945, 38.082128, 38.07978, 38.07899, 38.078771, 38.07787, 38.077541, 38.076375, 38.075515, 38.074038, 38.071692, 38.070194, 38.068193, 38.068615, 38.067586, 38.067904, 38.069366, 38.070353, 38.072115, 38.068286, 38.065802, 38.064914, 38.06302, 38.060748, 38.060611, 38.062411, 38.06051, 38.059513, 38.058832, 38.055566, 
38.056886, 38.052645, 38.053363, 38.05581, 38.05558, 38.053393, 38.053608, 38.054815, 38.054954, 38.054352, 38.052252, 38.052216, 38.054428, 38.055618, 38.058541, 38.058706, 38.061614, 38.062291, 38.063185, 38.063174, 38.065313, 38.064729, 38.065201, 38.066818, 38.066664, 38.068757, 38.07073, 38.072861, 38.075921, 38.076465, 38.075893, 38.073266, 38.072942, 38.0736, 38.076144, 38.078572, 38.079847, 38.08099, 38.081791, 38.080829, 38.079752, 38.078356, 38.078076, 38.074849, 38.069931, 38.068381, 38.066652, 
38.0669, 38.064912, 38.064657, 38.066431, 38.064976, 38.065822, 38.067113, 38.067874, 38.065049, 38.063113, 38.061706, 38.05729, 38.056015, 38.055765, 38.051806, 38.049948, 38.049566, 38.048923, 38.047132, 38.046544, 38.045138, 38.046846, 38.049886, 38.049273, 38.04724, 38.04445, 38.042402, 38.041217, 38.040424, 38.039302, 38.039512, 38.040539, 38.038928, 38.036732, 38.034504, 38.033543, 38.032271, 38.031216, 38.031438, 38.030894, 38.030105, 38.030086, 38.029525, 38.029319, 38.027766, 38.028232, 
38.027731, 38.023571, 38.021966, 38.021301, 38.019545, 38.018589, 38.018486, 38.017191, 38.016175, 38.015191, 38.012046, 38.009097, 38.011226, 38.012482, 38.014474, 38.016399, 38.016834, 38.016132, 38.015499, 38.013934, 38.009812, 38.005022, 38.004535, 38.002537, 38.000153, 37.999088, 37.997605, 37.998641, 37.999624, 37.998764, 37.999898, 37.998226, 37.997351, 37.995985, 37.99317, 37.991494, 37.988772, 37.987447, 37.983528, 37.983998, 37.980506, 37.977402, 37.975734, 37.973868, 37.97205, 37.968136, 
37.966571, 37.96464, 37.962604, 37.961012, 37.958656, 37.955133, 37.954364, 37.951602, 37.951466, 37.952391, 37.947709, 37.946634, 37.942425, 37.939148, 37.937582, 37.936232, 37.934461, 37.933417, 37.933504, 37.934535, 37.9258050422438, 37.925825, 37.931081, 37.935527, 37.935974, 37.938004, 37.941675, 37.944017, 37.943772, 37.946293, 37.948272, 37.948504, 37.951334, 37.969422, 37.976657, 37.9838600856767, 37.985359, 37.985117, 37.996735, 38.016717, 38.025273, 38.028384, 38.028679, 38.031908, 38.02872, 
38.020247, 38.009119, 38.005757, 38.000741, 37.997406, 37.994296, 37.993776, 37.989914, 37.990127, 37.992429, 37.992078, 37.99445, 37.993175, 37.99363, 37.99536, 37.995093, 37.993929, 37.994878, 37.999544)))",1.8200442999369716e-4,FALSE,TRUE
060411330003,06,041,133000,3,1500000US060411330003,060411330003,3,BG,99368694,7916986,2020,06041,Marin,7.629217391304348,"(5,Inf]",FALSE,60,"list(list(c(-123.002787, -123.001588, -122.998708, -122.994111, -122.993579, -122.994136, -122.994958, -122.993125, -122.991629, -122.990614, -122.987708, -122.984134, -122.983163, -122.981607, -122.977162, -122.974868, -122.971077, -122.969049, -122.967506, -122.967315, -122.966124, -122.96129, -122.956776, -122.955276, -122.951884, -122.949722, -122.946754, -122.943601, -122.940328, -122.937454, -122.937593, -122.93506, -122.933801, -122.934568, -122.936554, -122.936696, -122.935426, -122.932521, 
-122.928411, -122.925636, -122.923805, -122.922871, -122.921512, -122.918241, -122.916601, -122.919641, -122.920952, -122.918001, -122.916074, -122.91291, -122.911319, -122.908105, -122.906661, -122.907304, -122.910156, -122.910882, -122.909237, -122.908163, -122.901726, -122.899933, -122.898444, -122.874406, -122.853713, -122.841841, -122.828559, -122.811971, -122.820214, -122.83123, -122.840671, -122.845928, -122.848966, -122.852396, -122.857784, -122.858974, -122.859671, -122.862294, -122.86272, 
-122.864506, -122.869142, -122.875453, -122.89156, -122.897306, -122.902554, -122.905134, -122.905203, -122.905235, -122.909404, -122.909435, -122.912817, -122.913554, -122.915698, -122.915189, -122.917457, -122.917466, -122.92222, -122.924037, -122.926591, -122.937912, -122.943728, -122.95262, -122.956581, -122.962859, -122.967179, -122.971959, -122.973294655166, -122.972567015445, -122.972101, -122.972385570048, -122.973051, -122.970199, -122.969091886882, -122.969011, -122.973488811266, -122.977082, 
-122.977247418397, -122.986319, -122.989451, -122.994603, -122.997106, -123.002911201262, -123.002787, 38.29571, 38.297155, 38.298413, 38.299385, 38.300079, 38.303989, 38.306012, 38.306441, 38.305531, 38.305855, 38.308115, 38.308223, 38.310408, 38.311135, 38.310929, 38.311471, 38.309942, 38.310798, 38.313647, 38.315988, 38.31697, 38.31654, 38.314064, 38.313534, 38.313294, 38.31208, 38.311209, 38.312563, 38.310899, 38.31213, 38.312946, 38.313952, 38.31359, 38.312566, 38.311847, 38.310453, 38.309614, 
38.311709, 38.312804, 38.312736, 38.311516, 38.309028, 38.308568, 38.310134, 38.31321, 38.31465, 38.316836, 38.317952, 38.320257, 38.320318, 38.321209, 38.320752, 38.319935, 38.318642, 38.317892, 38.316865, 38.314268, 38.31429, 38.316943, 38.316793, 38.314516, 38.298088, 38.284189, 38.276244, 38.267322, 38.256129, 38.255141, 38.254368, 38.253018, 38.253208, 38.25304, 38.253725, 38.255444, 38.25534, 38.255022, 38.252087, 38.250735, 38.248698, 38.246581, 38.244942, 38.242123, 38.242201, 38.242291, 
38.241909, 38.240386, 38.239769, 38.236224, 38.234911, 38.232749, 38.233238, 38.23256, 38.230251, 38.227464, 38.224172, 38.221978, 38.219851, 38.21543, 38.201372, 38.206198, 38.212813, 38.216475, 38.222742, 38.226607, 38.230469, 38.2320698939332, 38.2324247397112, 38.232652, 38.2343854809156, 38.238439, 38.243479, 38.2514813403536, 38.252066, 38.260851852957, 38.267902, 38.2679962331501, 38.273164, 38.280244, 38.283096, 38.289458, 38.2957083549502, 38.29571)))",5.592545062863935e-4,FALSE,TRUE
060552002021,06,055,200202,1,1500000US060552002021,060552002021,1,BG,421044,0,2019,06055,Napa,13.189061541776473,"(5,Inf]",FALSE,50,"list(list(c(-122.292987, -122.293478, -122.29256, -122.291051, -122.289979, -122.286602, -122.284285, -122.28971, -122.288618, -122.293788, -122.292987, 38.299688, 38.300771, 38.301079, 38.302052, 38.300325, 38.300581, 38.297769, 38.295278, 38.294319, 38.294879, 38.299688)))",0.11875243442490571,FALSE,FALSE
060552002021,06,055,200202,1,1500000US060552002021,060552002021,1,BG,421044,0,2020,06055,Napa,9.305920996795871,"(5,Inf]",FALSE,50,"list(list(c(-122.292987, -122.293478, -122.29256, -122.291051, -122.289979, -122.286602, -122.284285, -122.28971, -122.288618, -122.293788, -122.292987, 38.299688, 38.300771, 38.301079, 38.302052, 38.300325, 38.300581, 38.297769, 38.295278, 38.294319, 38.294879, 38.299688)))",0.11875243442490571,FALSE,FALSE
060552002022,06,055,200202,2,1500000US060552002022,060552002022,2,BG,202539,15882,2019,06055,Napa,5.003058903462129,"(5,Inf]",FALSE,78,"list(list(c(-122.28971, -122.284285, -122.283392, -122.281769, -122.282495, -122.281499, -122.282444, -122.288618, -122.28971, 38.295278, 38.297769, 38.298105, 38.296374, 38.294448, 38.292833, 38.292943, 38.294319, 38.295278)))",0.3571085197851855,FALSE,FALSE
060552003012,06,055,200301,2,1500000US060552003012,060552003012,2,BG,560410,0,2019,06055,Napa,4.437040305858133,"(4,5]",FALSE,103,"list(list(c(-122.277997, -122.276653, -122.270968, -122.26934, -122.269124, -122.269084, -122.269076, -122.269108, -122.272646, -122.274234, -122.276683, -122.277489, -122.277997, 38.284485, 38.285718, 38.288457, 38.288588, 38.28662, 38.284395, 38.281355, 38.280197, 38.280336, 38.280508, 38.280727, 38.280839, 38.284485)))",0.183794007958459,FALSE,FALSE
060552003012,06,055,200301,2,1500000US060552003012,060552003012,2,BG,560410,0,2020,06055,Napa,5.059241380213565,"(5,Inf]",FALSE,103,"list(list(c(-122.277997, -122.276653, -122.270968, -122.26934, -122.269124, -122.269084, -122.269076, -122.269108, -122.272646, -122.274234, -122.276683, -122.277489, -122.277997, 38.284485, 38.285718, 38.288457, 38.288588, 38.28662, 38.284395, 38.281355, 38.280197, 38.280336, 38.280508, 38.280727, 38.280839, 38.284485)))",0.183794007958459,FALSE,FALSE
060552005011,06,055,200501,1,1500000US060552005011,060552005011,1,BG,635805,0,2020,06055,Napa,3.330365664682409,"(3,4]",FALSE,117,"list(list(c(-122.308554, -122.300122, -122.299718, -122.297809, -122.306933, -122.30761, -122.308554, 38.321309, 38.322759, 38.322086, 38.315637, 38.31401, 38.319535, 38.321309)))",0.18401868497416662,FALSE,FALSE
060552005011,06,055,200501,1,1500000US060552005011,060552005011,1,BG,635805,0,2019,06055,Napa,4.577099684302217,"(4,5]",FALSE,117,"list(list(c(-122.308554, -122.300122, -122.299718, -122.297809, -122.306933, -122.30761, -122.308554, 38.321309, 38.322759, 38.322086, 38.315637, 38.31401, 38.319535, 38.321309)))",0.18401868497416662,FALSE,FALSE
060552005032,06,055,200503,2,1500000US060552005032,060552005032,2,BG,900770,46887,2019,06055,Napa,11.814633814228955,"(5,Inf]",FALSE,70,"list(list(c(-122.291051, -122.287275, -122.288616, -122.290224, -122.285145, -122.279563, -122.277763, -122.28216, -122.282163, -122.281404, -122.280024, -122.27896, -122.279389, -122.281659, -122.283392, -122.284285, -122.286602, -122.289979, -122.291051, 38.302052, 38.304163, 38.307337, 38.309365, 38.310231, 38.310212, 38.310454, 38.305336, 38.302549, 38.302584, 38.304208, 38.302444, 38.299426, 38.299838, 38.298105, 38.297769, 38.300581, 38.300325, 38.302052)))",0.07386638836625488,FALSE,TRUE
060552005032,06,055,200503,2,1500000US060552005032,060552005032,2,BG,900770,46887,2020,06055,Napa,8.776471320977366,"(5,Inf]",FALSE,70,"list(list(c(-122.291051, -122.287275, -122.288616, -122.290224, -122.285145, -122.279563, -122.277763, -122.28216, -122.282163, -122.281404, -122.280024, -122.27896, -122.279389, -122.281659, -122.283392, -122.284285, -122.286602, -122.289979, -122.291051, 38.302052, 38.304163, 38.307337, 38.309365, 38.310231, 38.310212, 38.310454, 38.305336, 38.302549, 38.302584, 38.304208, 38.302444, 38.299426, 38.299838, 38.298105, 38.297769, 38.300581, 38.300325, 38.302052)))",0.07386638836625488,FALSE,TRUE
060552006013,06,055,200601,3,1500000US060552006013,060552006013,3,BG,602552,0,2020,06055,Napa,3.446117480047933,"(3,4]",FALSE,110,"list(list(c(-122.314161, -122.304807, -122.300667, -122.300122, -122.308554, -122.311568, -122.314161, 38.327022, 38.328776, 38.323595, 38.322759, 38.321309, 38.324007, 38.327022)))",0.18255685816327885,FALSE,FALSE
060552006013,06,055,200601,3,1500000US060552006013,060552006013,3,BG,602552,0,2019,06055,Napa,4.4296524718947055,"(4,5]",FALSE,110,"list(list(c(-122.314161, -122.304807, -122.300667, -122.300122, -122.308554, -122.311568, -122.314161, 38.327022, 38.328776, 38.323595, 38.322759, 38.321309, 38.324007, 38.327022)))",0.18255685816327885,FALSE,FALSE
060552006023,06,055,200602,3,1500000US060552006023,060552006023,3,BG,1670856,9943,2019,06055,Napa,3.4857201621907503,"(3,4]",FALSE,72,"list(list(c(-122.309708, -122.303357, -122.296397, -122.294368, -122.290088, -122.289806, -122.293375, -122.295153, -122.298556, -122.303501, -122.307725, -122.304058, -122.305543, -122.307182, -122.305801, -122.303436, -122.307836, -122.309708, 38.345646, 38.349077, 38.339823, 38.336383, 38.329044, 38.328216, 38.328625, 38.329976, 38.330592, 38.332691, 38.332929, 38.334922, 38.336655, 38.337042, 38.337794, 38.339074, 38.34337, 38.345646)))",0.04283676989336619,FALSE,TRUE
060552009001,06,055,200900,1,1500000US060552009001,060552009001,1,BG,4860169,306178,2019,06055,Napa,19.98223706118443,"(5,Inf]",FALSE,122,"list(list(c(-122.287225, -122.283933, -122.281909, -122.285211, -122.277489, -122.276683, -122.274234, -122.272646, -122.269108, -122.265041, -122.263656, -122.262589, -122.259932, -122.255524, -122.255478, -122.252151, -122.251432, -122.255283, -122.254932, -122.271483, -122.270769, -122.27098, -122.271194, -122.278883, -122.280813, -122.280902, -122.282215, -122.283825, -122.286891, -122.287085, -122.285096, -122.286282, -122.287225, 38.271963, 38.27458, 38.278298, 38.281676, 38.280839, 38.280727, 
38.280508, 38.280336, 38.280197, 38.280052, 38.280015, 38.279966, 38.279858, 38.279831, 38.278814, 38.27754, 38.274803, 38.272515, 38.268013, 38.268807, 38.263959, 38.257778, 38.257759, 38.257398, 38.257308, 38.25962, 38.258011, 38.258015, 38.259875, 38.261948, 38.264757, 38.266599, 38.271963)))",0.02361436426937641,FALSE,TRUE
060552009001,06,055,200900,1,1500000US060552009001,060552009001,1,BG,4860169,306178,2020,06055,Napa,7.292945988067939,"(5,Inf]",FALSE,122,"list(list(c(-122.287225, -122.283933, -122.281909, -122.285211, -122.277489, -122.276683, -122.274234, -122.272646, -122.269108, -122.265041, -122.263656, -122.262589, -122.259932, -122.255524, -122.255478, -122.252151, -122.251432, -122.255283, -122.254932, -122.271483, -122.270769, -122.27098, -122.271194, -122.278883, -122.280813, -122.280902, -122.282215, -122.283825, -122.286891, -122.287085, -122.285096, -122.286282, -122.287225, 38.271963, 38.27458, 38.278298, 38.281676, 38.280839, 38.280727, 
38.280508, 38.280336, 38.280197, 38.280052, 38.280015, 38.279966, 38.279858, 38.279831, 38.278814, 38.27754, 38.274803, 38.272515, 38.268013, 38.268807, 38.263959, 38.257778, 38.257759, 38.257398, 38.257308, 38.25962, 38.258011, 38.258015, 38.259875, 38.261948, 38.264757, 38.266599, 38.271963)))",0.02361436426937641,FALSE,TRUE
060552010031,06,055,201003,1,1500000US060552010031,060552010031,1,BG,68693998,201928,2019,06055,Napa,7.672646870673186,"(5,Inf]",FALSE,69,"list(list(c(-122.271483, -122.254932, -122.255283, -122.251432, -122.252151, -122.255478, -122.255524, -122.255024, -122.248997, -122.248684, -122.24757, -122.254929, -122.255502, -122.257293, -122.261231, -122.25729, -122.252256, -122.251153, -122.24293, -122.228145, -122.225126, -122.217079, -122.215973, -122.215125, -122.213178, -122.210697, -122.209053, -122.207715, -122.204129, -122.201257, -122.199382, -122.199082, -122.201982, -122.203482, -122.201682, -122.201482, -122.198482, -122.198282, 
-122.196681, -122.196381, -122.194381, -122.190681, -122.191081, -122.188381, -122.195681, -122.197381, -122.200481, -122.206382, -122.208482, -122.210982, -122.212282, -122.216482, -122.216882, -122.212982, -122.208481, -122.206073, -122.202981, -122.196781, -122.193281, -122.194482, -122.194081, -122.19518, -122.199481, -122.2008, -122.204367, -122.20649, -122.209081, -122.211081, -122.212481, -122.210181, -122.209582, -122.208284, -122.205389, -122.204379, -122.201772, -122.197187, -122.197179, 
-122.19598, -122.194981, -122.193582, -122.193374, -122.196177, -122.196281, -122.194681, -122.19398, -122.19498, -122.197573, -122.199573, -122.201478, -122.205681, -122.204581, -122.205681, -122.20498, -122.20598, -122.20588, -122.211481, -122.20948, -122.215581, -122.21298, -122.21368, -122.21508, -122.21138, -122.21118, -122.20888, -122.20458, -122.20318, -122.20358, -122.20252, -122.201893, -122.199712, -122.199064, -122.19808, -122.194485, -122.195971, -122.198981, -122.197877, -122.19538, 
-122.196631, -122.213457, -122.214612, -122.221126, -122.221504, -122.227031, -122.22777, -122.232799, -122.234314, -122.239938, -122.241695, -122.241532, -122.241397, -122.241234, -122.24116, -122.242407, -122.242061, -122.243074, -122.240779, -122.245563, -122.248862, -122.249885, -122.250198, -122.250567, -122.250973, -122.251394, -122.252185, -122.252695, -122.254011, -122.255669, -122.255816, -122.256303, -122.256235, -122.256217, -122.256277, -122.255395, -122.253196, -122.253206, -122.253721, 
-122.253264, -122.253235, -122.255174, -122.260929, -122.267504, -122.268115, -122.271431, -122.27098, -122.270769, -122.271483, 38.268807, 38.268013, 38.272515, 38.274803, 38.27754, 38.278814, 38.279831, 38.279831, 38.27974, 38.282132, 38.282292, 38.287049, 38.28705, 38.288285, 38.289565, 38.292118, 38.29328, 38.295415, 38.294661, 38.293265, 38.293157, 38.29207, 38.29336, 38.296086, 38.296758, 38.295733, 38.295605, 38.297044, 38.297929, 38.300791, 38.301591, 38.300113, 38.296714, 38.292914, 38.292414, 
38.289314, 38.285814, 38.284814, 38.284414, 38.281914, 38.280814, 38.277514, 38.275914, 38.271614, 38.271514, 38.272714, 38.272014, 38.271614, 38.272214, 38.271914, 38.272814, 38.266015, 38.262315, 38.259115, 38.258415, 38.258795, 38.259215, 38.258415, 38.256415, 38.254119, 38.252915, 38.250716, 38.250915, 38.249411, 38.249302, 38.250933, 38.251115, 38.252215, 38.248715, 38.247415, 38.244816, 38.244216, 38.24462, 38.241019, 38.240323, 38.232817, 38.231413, 38.23041, 38.225222, 38.223524, 38.221215, 
38.21892, 38.216116, 38.215214, 38.213614, 38.212317, 38.211815, 38.210622, 38.21162, 38.208216, 38.204816, 38.203616, 38.198516, 38.197916, 38.196216, 38.192117, 38.189917, 38.188417, 38.184317, 38.181017, 38.179717, 38.175617, 38.174717, 38.172717, 38.172817, 38.171517, 38.168717, 38.168321, 38.168299, 38.16839, 38.168727, 38.168417, 38.164715, 38.162991, 38.159317, 38.157115, 38.155017, 38.155017, 38.154974, 38.154988, 38.155068, 38.15683, 38.161663, 38.162739, 38.163541, 38.164165, 38.164407, 
38.169393, 38.169984, 38.171874, 38.177085, 38.1798, 38.188361, 38.190148, 38.19474, 38.198279, 38.198434, 38.192898, 38.190712, 38.189995, 38.189474, 38.189145, 38.188918, 38.1887, 38.188662, 38.188732, 38.189413, 38.191528, 38.195176, 38.204554, 38.206271, 38.207641, 38.208165, 38.211143, 38.218278, 38.22075, 38.222599, 38.228894, 38.230456, 38.234443, 38.240122, 38.241671, 38.253791, 38.257778, 38.263959, 38.268807)))",0.0010015105973029523,FALSE,TRUE
060552010031,06,055,201003,1,1500000US060552010031,060552010031,1,BG,68693998,201928,2020,06055,Napa,3.2894865687831447,"(3,4]",FALSE,69,"list(list(c(-122.271483, -122.254932, -122.255283, -122.251432, -122.252151, -122.255478, -122.255524, -122.255024, -122.248997, -122.248684, -122.24757, -122.254929, -122.255502, -122.257293, -122.261231, -122.25729, -122.252256, -122.251153, -122.24293, -122.228145, -122.225126, -122.217079, -122.215973, -122.215125, -122.213178, -122.210697, -122.209053, -122.207715, -122.204129, -122.201257, -122.199382, -122.199082, -122.201982, -122.203482, -122.201682, -122.201482, -122.198482, -122.198282, 
-122.196681, -122.196381, -122.194381, -122.190681, -122.191081, -122.188381, -122.195681, -122.197381, -122.200481, -122.206382, -122.208482, -122.210982, -122.212282, -122.216482, -122.216882, -122.212982, -122.208481, -122.206073, -122.202981, -122.196781, -122.193281, -122.194482, -122.194081, -122.19518, -122.199481, -122.2008, -122.204367, -122.20649, -122.209081, -122.211081, -122.212481, -122.210181, -122.209582, -122.208284, -122.205389, -122.204379, -122.201772, -122.197187, -122.197179, 
-122.19598, -122.194981, -122.193582, -122.193374, -122.196177, -122.196281, -122.194681, -122.19398, -122.19498, -122.197573, -122.199573, -122.201478, -122.205681, -122.204581, -122.205681, -122.20498, -122.20598, -122.20588, -122.211481, -122.20948, -122.215581, -122.21298, -122.21368, -122.21508, -122.21138, -122.21118, -122.20888, -122.20458, -122.20318, -122.20358, -122.20252, -122.201893, -122.199712, -122.199064, -122.19808, -122.194485, -122.195971, -122.198981, -122.197877, -122.19538, 
-122.196631, -122.213457, -122.214612, -122.221126, -122.221504, -122.227031, -122.22777, -122.232799, -122.234314, -122.239938, -122.241695, -122.241532, -122.241397, -122.241234, -122.24116, -122.242407, -122.242061, -122.243074, -122.240779, -122.245563, -122.248862, -122.249885, -122.250198, -122.250567, -122.250973, -122.251394, -122.252185, -122.252695, -122.254011, -122.255669, -122.255816, -122.256303, -122.256235, -122.256217, -122.256277, -122.255395, -122.253196, -122.253206, -122.253721, 
-122.253264, -122.253235, -122.255174, -122.260929, -122.267504, -122.268115, -122.271431, -122.27098, -122.270769, -122.271483, 38.268807, 38.268013, 38.272515, 38.274803, 38.27754, 38.278814, 38.279831, 38.279831, 38.27974, 38.282132, 38.282292, 38.287049, 38.28705, 38.288285, 38.289565, 38.292118, 38.29328, 38.295415, 38.294661, 38.293265, 38.293157, 38.29207, 38.29336, 38.296086, 38.296758, 38.295733, 38.295605, 38.297044, 38.297929, 38.300791, 38.301591, 38.300113, 38.296714, 38.292914, 38.292414, 
38.289314, 38.285814, 38.284814, 38.284414, 38.281914, 38.280814, 38.277514, 38.275914, 38.271614, 38.271514, 38.272714, 38.272014, 38.271614, 38.272214, 38.271914, 38.272814, 38.266015, 38.262315, 38.259115, 38.258415, 38.258795, 38.259215, 38.258415, 38.256415, 38.254119, 38.252915, 38.250716, 38.250915, 38.249411, 38.249302, 38.250933, 38.251115, 38.252215, 38.248715, 38.247415, 38.244816, 38.244216, 38.24462, 38.241019, 38.240323, 38.232817, 38.231413, 38.23041, 38.225222, 38.223524, 38.221215, 
38.21892, 38.216116, 38.215214, 38.213614, 38.212317, 38.211815, 38.210622, 38.21162, 38.208216, 38.204816, 38.203616, 38.198516, 38.197916, 38.196216, 38.192117, 38.189917, 38.188417, 38.184317, 38.181017, 38.179717, 38.175617, 38.174717, 38.172717, 38.172817, 38.171517, 38.168717, 38.168321, 38.168299, 38.16839, 38.168727, 38.168417, 38.164715, 38.162991, 38.159317, 38.157115, 38.155017, 38.155017, 38.154974, 38.154988, 38.155068, 38.15683, 38.161663, 38.162739, 38.163541, 38.164165, 38.164407, 
38.169393, 38.169984, 38.171874, 38.177085, 38.1798, 38.188361, 38.190148, 38.19474, 38.198279, 38.198434, 38.192898, 38.190712, 38.189995, 38.189474, 38.189145, 38.188918, 38.1887, 38.188662, 38.188732, 38.189413, 38.191528, 38.195176, 38.204554, 38.206271, 38.207641, 38.208165, 38.211143, 38.218278, 38.22075, 38.222599, 38.228894, 38.230456, 38.234443, 38.240122, 38.241671, 38.253791, 38.257778, 38.263959, 38.268807)))",0.0010015105973029523,FALSE,TRUE
