"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Fairfield County, CT"	"09001"	"Jan., 1999"	"1999/01"	693	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Feb., 1999"	"1999/02"	629	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Mar., 1999"	"1999/03"	616	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Apr., 1999"	"1999/04"	581	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"May, 1999"	"1999/05"	574	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jun., 1999"	"1999/06"	502	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Jul., 1999"	"1999/07"	536	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Aug., 1999"	"1999/08"	561	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Sep., 1999"	"1999/09"	518	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Oct., 1999"	"1999/10"	566	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Nov., 1999"	"1999/11"	577	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"Dec., 1999"	"1999/12"	621	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Jan., 1999"	"1999/01"	858	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Feb., 1999"	"1999/02"	728	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Mar., 1999"	"1999/03"	737	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Apr., 1999"	"1999/04"	695	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"May, 1999"	"1999/05"	672	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Jun., 1999"	"1999/06"	633	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Jul., 1999"	"1999/07"	609	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Aug., 1999"	"1999/08"	614	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Sep., 1999"	"1999/09"	606	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Oct., 1999"	"1999/10"	647	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Nov., 1999"	"1999/11"	685	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"Dec., 1999"	"1999/12"	709	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Jan., 1999"	"1999/01"	139	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Feb., 1999"	"1999/02"	174	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Mar., 1999"	"1999/03"	165	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Apr., 1999"	"1999/04"	131	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"May, 1999"	"1999/05"	125	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Jun., 1999"	"1999/06"	120	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Jul., 1999"	"1999/07"	132	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Aug., 1999"	"1999/08"	133	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Sep., 1999"	"1999/09"	109	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Oct., 1999"	"1999/10"	128	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Nov., 1999"	"1999/11"	132	Not Applicable	Not Applicable
	"Litchfield County, CT"	"09005"	"Dec., 1999"	"1999/12"	153	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Jan., 1999"	"1999/01"	130	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Feb., 1999"	"1999/02"	126	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Mar., 1999"	"1999/03"	132	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Apr., 1999"	"1999/04"	105	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"May, 1999"	"1999/05"	101	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Jun., 1999"	"1999/06"	75	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Jul., 1999"	"1999/07"	88	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Aug., 1999"	"1999/08"	99	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Sep., 1999"	"1999/09"	82	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Oct., 1999"	"1999/10"	97	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Nov., 1999"	"1999/11"	116	Not Applicable	Not Applicable
	"Middlesex County, CT"	"09007"	"Dec., 1999"	"1999/12"	142	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Jan., 1999"	"1999/01"	816	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Feb., 1999"	"1999/02"	690	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Mar., 1999"	"1999/03"	727	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Apr., 1999"	"1999/04"	592	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"May, 1999"	"1999/05"	631	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Jun., 1999"	"1999/06"	537	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Jul., 1999"	"1999/07"	607	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Aug., 1999"	"1999/08"	561	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Sep., 1999"	"1999/09"	555	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Oct., 1999"	"1999/10"	626	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Nov., 1999"	"1999/11"	583	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"Dec., 1999"	"1999/12"	698	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Jan., 1999"	"1999/01"	168	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Feb., 1999"	"1999/02"	172	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Mar., 1999"	"1999/03"	174	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Apr., 1999"	"1999/04"	162	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"May, 1999"	"1999/05"	137	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Jun., 1999"	"1999/06"	143	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Jul., 1999"	"1999/07"	145	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Aug., 1999"	"1999/08"	125	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Sep., 1999"	"1999/09"	142	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Oct., 1999"	"1999/10"	164	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Nov., 1999"	"1999/11"	152	Not Applicable	Not Applicable
	"New London County, CT"	"09011"	"Dec., 1999"	"1999/12"	184	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Jan., 1999"	"1999/01"	84	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Feb., 1999"	"1999/02"	79	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Mar., 1999"	"1999/03"	99	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Apr., 1999"	"1999/04"	62	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"May, 1999"	"1999/05"	63	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Jun., 1999"	"1999/06"	75	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Jul., 1999"	"1999/07"	72	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Aug., 1999"	"1999/08"	69	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Sep., 1999"	"1999/09"	52	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Oct., 1999"	"1999/10"	75	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Nov., 1999"	"1999/11"	68	Not Applicable	Not Applicable
	"Tolland County, CT"	"09013"	"Dec., 1999"	"1999/12"	88	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Jan., 1999"	"1999/01"	94	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Feb., 1999"	"1999/02"	88	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Mar., 1999"	"1999/03"	77	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Apr., 1999"	"1999/04"	87	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"May, 1999"	"1999/05"	90	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Jun., 1999"	"1999/06"	88	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Jul., 1999"	"1999/07"	73	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Aug., 1999"	"1999/08"	79	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Sep., 1999"	"1999/09"	65	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Oct., 1999"	"1999/10"	72	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Nov., 1999"	"1999/11"	81	Not Applicable	Not Applicable
	"Windham County, CT"	"09015"	"Dec., 1999"	"1999/12"	74	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Jan., 1999"	"1999/01"	94	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Feb., 1999"	"1999/02"	109	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Mar., 1999"	"1999/03"	95	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Apr., 1999"	"1999/04"	82	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"May, 1999"	"1999/05"	97	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Jun., 1999"	"1999/06"	80	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Jul., 1999"	"1999/07"	82	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Aug., 1999"	"1999/08"	82	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Sep., 1999"	"1999/09"	74	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Oct., 1999"	"1999/10"	90	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Nov., 1999"	"1999/11"	77	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"Dec., 1999"	"1999/12"	106	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Jan., 1999"	"1999/01"	87	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Feb., 1999"	"1999/02"	63	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Mar., 1999"	"1999/03"	80	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Apr., 1999"	"1999/04"	74	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"May, 1999"	"1999/05"	58	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Jun., 1999"	"1999/06"	66	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Jul., 1999"	"1999/07"	59	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Aug., 1999"	"1999/08"	68	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Sep., 1999"	"1999/09"	63	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Oct., 1999"	"1999/10"	84	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Nov., 1999"	"1999/11"	64	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	"Dec., 1999"	"1999/12"	66	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Jan., 1999"	"1999/01"	217	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Feb., 1999"	"1999/02"	225	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Mar., 1999"	"1999/03"	217	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Apr., 1999"	"1999/04"	203	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"May, 1999"	"1999/05"	180	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Jun., 1999"	"1999/06"	183	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Jul., 1999"	"1999/07"	188	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Aug., 1999"	"1999/08"	170	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Sep., 1999"	"1999/09"	177	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Oct., 1999"	"1999/10"	194	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Nov., 1999"	"1999/11"	181	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"Dec., 1999"	"1999/12"	191	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Jan., 1999"	"1999/01"	38	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Feb., 1999"	"1999/02"	22	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Mar., 1999"	"1999/03"	30	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Apr., 1999"	"1999/04"	22	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"May, 1999"	"1999/05"	22	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Jun., 1999"	"1999/06"	15	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Jul., 1999"	"1999/07"	19	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Aug., 1999"	"1999/08"	15	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Sep., 1999"	"1999/09"	19	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Oct., 1999"	"1999/10"	25	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Nov., 1999"	"1999/11"	27	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	"Dec., 1999"	"1999/12"	25	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Jan., 1999"	"1999/01"	44	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Feb., 1999"	"1999/02"	43	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Mar., 1999"	"1999/03"	43	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Apr., 1999"	"1999/04"	32	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"May, 1999"	"1999/05"	44	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Jun., 1999"	"1999/06"	44	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Jul., 1999"	"1999/07"	40	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Aug., 1999"	"1999/08"	42	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Sep., 1999"	"1999/09"	47	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Oct., 1999"	"1999/10"	50	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Nov., 1999"	"1999/11"	49	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	"Dec., 1999"	"1999/12"	44	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Jan., 1999"	"1999/01"	107	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Feb., 1999"	"1999/02"	102	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Mar., 1999"	"1999/03"	128	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Apr., 1999"	"1999/04"	97	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"May, 1999"	"1999/05"	82	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Jun., 1999"	"1999/06"	86	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Jul., 1999"	"1999/07"	94	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Aug., 1999"	"1999/08"	89	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Sep., 1999"	"1999/09"	91	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Oct., 1999"	"1999/10"	105	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Nov., 1999"	"1999/11"	82	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"Dec., 1999"	"1999/12"	86	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Jan., 1999"	"1999/01"	42	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Feb., 1999"	"1999/02"	35	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Mar., 1999"	"1999/03"	31	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Apr., 1999"	"1999/04"	32	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"May, 1999"	"1999/05"	38	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Jun., 1999"	"1999/06"	44	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Jul., 1999"	"1999/07"	32	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Aug., 1999"	"1999/08"	36	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Sep., 1999"	"1999/09"	29	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Oct., 1999"	"1999/10"	40	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Nov., 1999"	"1999/11"	42	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	"Dec., 1999"	"1999/12"	42	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Jan., 1999"	"1999/01"	37	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Feb., 1999"	"1999/02"	32	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Mar., 1999"	"1999/03"	35	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Apr., 1999"	"1999/04"	25	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"May, 1999"	"1999/05"	18	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Jun., 1999"	"1999/06"	24	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Jul., 1999"	"1999/07"	33	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Aug., 1999"	"1999/08"	19	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Sep., 1999"	"1999/09"	33	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Oct., 1999"	"1999/10"	50	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Nov., 1999"	"1999/11"	33	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	"Dec., 1999"	"1999/12"	31	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Jan., 1999"	"1999/01"	54	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Feb., 1999"	"1999/02"	64	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Mar., 1999"	"1999/03"	43	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Apr., 1999"	"1999/04"	38	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"May, 1999"	"1999/05"	54	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Jun., 1999"	"1999/06"	50	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Jul., 1999"	"1999/07"	56	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Aug., 1999"	"1999/08"	39	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Sep., 1999"	"1999/09"	52	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Oct., 1999"	"1999/10"	63	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Nov., 1999"	"1999/11"	40	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"Dec., 1999"	"1999/12"	48	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Jan., 1999"	"1999/01"	124	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Feb., 1999"	"1999/02"	124	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Mar., 1999"	"1999/03"	129	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Apr., 1999"	"1999/04"	105	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"May, 1999"	"1999/05"	104	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Jun., 1999"	"1999/06"	91	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Jul., 1999"	"1999/07"	107	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Aug., 1999"	"1999/08"	105	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Sep., 1999"	"1999/09"	113	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Oct., 1999"	"1999/10"	113	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Nov., 1999"	"1999/11"	108	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"Dec., 1999"	"1999/12"	129	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Jan., 1999"	"1999/01"	19	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Feb., 1999"	"1999/02"	16	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Mar., 1999"	"1999/03"	14	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Apr., 1999"	"1999/04"	18	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"May, 1999"	"1999/05"	12	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Jun., 1999"	"1999/06"	11	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Jul., 1999"	"1999/07"	22	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Aug., 1999"	"1999/08"	24	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Sep., 1999"	"1999/09"	14	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Oct., 1999"	"1999/10"	22	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Nov., 1999"	"1999/11"	17	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	"Dec., 1999"	"1999/12"	21	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Jan., 1999"	"1999/01"	28	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Feb., 1999"	"1999/02"	29	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Mar., 1999"	"1999/03"	31	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Apr., 1999"	"1999/04"	24	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"May, 1999"	"1999/05"	22	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Jun., 1999"	"1999/06"	24	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Jul., 1999"	"1999/07"	25	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Aug., 1999"	"1999/08"	18	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Sep., 1999"	"1999/09"	18	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Oct., 1999"	"1999/10"	22	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Nov., 1999"	"1999/11"	24	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	"Dec., 1999"	"1999/12"	16	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Jan., 1999"	"1999/01"	53	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Feb., 1999"	"1999/02"	55	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Mar., 1999"	"1999/03"	40	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Apr., 1999"	"1999/04"	42	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"May, 1999"	"1999/05"	35	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Jun., 1999"	"1999/06"	35	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Jul., 1999"	"1999/07"	34	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Aug., 1999"	"1999/08"	30	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Sep., 1999"	"1999/09"	38	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Oct., 1999"	"1999/10"	40	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Nov., 1999"	"1999/11"	45	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	"Dec., 1999"	"1999/12"	38	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Jan., 1999"	"1999/01"	34	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Feb., 1999"	"1999/02"	33	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Mar., 1999"	"1999/03"	27	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Apr., 1999"	"1999/04"	26	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"May, 1999"	"1999/05"	17	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Jun., 1999"	"1999/06"	30	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Jul., 1999"	"1999/07"	18	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Aug., 1999"	"1999/08"	22	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Sep., 1999"	"1999/09"	17	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Oct., 1999"	"1999/10"	30	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Nov., 1999"	"1999/11"	20	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	"Dec., 1999"	"1999/12"	25	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Jan., 1999"	"1999/01"	32	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Feb., 1999"	"1999/02"	40	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Mar., 1999"	"1999/03"	44	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Apr., 1999"	"1999/04"	27	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"May, 1999"	"1999/05"	35	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Jun., 1999"	"1999/06"	31	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Jul., 1999"	"1999/07"	37	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Aug., 1999"	"1999/08"	49	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Sep., 1999"	"1999/09"	31	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Oct., 1999"	"1999/10"	30	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Nov., 1999"	"1999/11"	27	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	"Dec., 1999"	"1999/12"	40	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Jan., 1999"	"1999/01"	139	Not Applicable	Not Applicable
