"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Mc Kean County, PA"	"42083"	"Mar., 1999"	"1999/03"	77	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Apr., 1999"	"1999/04"	41	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"May, 1999"	"1999/05"	45	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Jun., 1999"	"1999/06"	52	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Jul., 1999"	"1999/07"	42	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Aug., 1999"	"1999/08"	51	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Sep., 1999"	"1999/09"	47	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Oct., 1999"	"1999/10"	42	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Nov., 1999"	"1999/11"	48	Not Applicable	Not Applicable
	"Mc Kean County, PA"	"42083"	"Dec., 1999"	"1999/12"	33	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jan., 1999"	"1999/01"	122	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Feb., 1999"	"1999/02"	141	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Mar., 1999"	"1999/03"	138	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Apr., 1999"	"1999/04"	130	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"May, 1999"	"1999/05"	120	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jun., 1999"	"1999/06"	122	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Jul., 1999"	"1999/07"	117	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Aug., 1999"	"1999/08"	124	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Sep., 1999"	"1999/09"	121	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Oct., 1999"	"1999/10"	115	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Nov., 1999"	"1999/11"	100	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	"Dec., 1999"	"1999/12"	127	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Jan., 1999"	"1999/01"	51	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Feb., 1999"	"1999/02"	49	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Mar., 1999"	"1999/03"	50	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Apr., 1999"	"1999/04"	39	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"May, 1999"	"1999/05"	38	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Jun., 1999"	"1999/06"	36	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Jul., 1999"	"1999/07"	39	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Aug., 1999"	"1999/08"	37	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Sep., 1999"	"1999/09"	33	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Oct., 1999"	"1999/10"	36	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Nov., 1999"	"1999/11"	43	Not Applicable	Not Applicable
	"Mifflin County, PA"	"42087"	"Dec., 1999"	"1999/12"	49	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Jan., 1999"	"1999/01"	102	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Feb., 1999"	"1999/02"	119	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Mar., 1999"	"1999/03"	79	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Apr., 1999"	"1999/04"	78	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"May, 1999"	"1999/05"	82	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Jun., 1999"	"1999/06"	94	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Jul., 1999"	"1999/07"	87	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Aug., 1999"	"1999/08"	85	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Sep., 1999"	"1999/09"	68	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Oct., 1999"	"1999/10"	99	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Nov., 1999"	"1999/11"	98	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	"Dec., 1999"	"1999/12"	85	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jan., 1999"	"1999/01"	757	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Feb., 1999"	"1999/02"	631	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Mar., 1999"	"1999/03"	614	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Apr., 1999"	"1999/04"	590	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"May, 1999"	"1999/05"	598	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jun., 1999"	"1999/06"	467	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Jul., 1999"	"1999/07"	495	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Aug., 1999"	"1999/08"	512	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Sep., 1999"	"1999/09"	542	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Oct., 1999"	"1999/10"	555	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Nov., 1999"	"1999/11"	517	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	"Dec., 1999"	"1999/12"	614	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Jan., 1999"	"1999/01"	21	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Feb., 1999"	"1999/02"	22	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Mar., 1999"	"1999/03"	22	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Apr., 1999"	"1999/04"	20	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"May, 1999"	"1999/05"	16	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Jun., 1999"	"1999/06"	23	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Jul., 1999"	"1999/07"	18	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Aug., 1999"	"1999/08"	18	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Sep., 1999"	"1999/09"	21	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Oct., 1999"	"1999/10"	18	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Nov., 1999"	"1999/11"	12	Not Applicable	Not Applicable
	"Montour County, PA"	"42093"	"Dec., 1999"	"1999/12"	21	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jan., 1999"	"1999/01"	251	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Feb., 1999"	"1999/02"	232	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Mar., 1999"	"1999/03"	207	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Apr., 1999"	"1999/04"	195	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"May, 1999"	"1999/05"	173	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jun., 1999"	"1999/06"	185	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Jul., 1999"	"1999/07"	204	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Aug., 1999"	"1999/08"	204	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Sep., 1999"	"1999/09"	186	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Oct., 1999"	"1999/10"	176	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Nov., 1999"	"1999/11"	205	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	"Dec., 1999"	"1999/12"	245	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Jan., 1999"	"1999/01"	119	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Feb., 1999"	"1999/02"	132	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Mar., 1999"	"1999/03"	138	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Apr., 1999"	"1999/04"	93	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"May, 1999"	"1999/05"	77	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Jun., 1999"	"1999/06"	83	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Jul., 1999"	"1999/07"	88	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Aug., 1999"	"1999/08"	90	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Sep., 1999"	"1999/09"	75	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Oct., 1999"	"1999/10"	106	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Nov., 1999"	"1999/11"	110	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	"Dec., 1999"	"1999/12"	104	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Jan., 1999"	"1999/01"	34	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Feb., 1999"	"1999/02"	35	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Mar., 1999"	"1999/03"	42	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Apr., 1999"	"1999/04"	28	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"May, 1999"	"1999/05"	29	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Jun., 1999"	"1999/06"	33	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Jul., 1999"	"1999/07"	33	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Aug., 1999"	"1999/08"	32	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Sep., 1999"	"1999/09"	28	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Oct., 1999"	"1999/10"	35	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Nov., 1999"	"1999/11"	43	Not Applicable	Not Applicable
	"Perry County, PA"	"42099"	"Dec., 1999"	"1999/12"	37	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jan., 1999"	"1999/01"	1794	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Feb., 1999"	"1999/02"	1589	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Mar., 1999"	"1999/03"	1605	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Apr., 1999"	"1999/04"	1422	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"May, 1999"	"1999/05"	1414	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jun., 1999"	"1999/06"	1308	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Jul., 1999"	"1999/07"	1524	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Aug., 1999"	"1999/08"	1324	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Sep., 1999"	"1999/09"	1345	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Oct., 1999"	"1999/10"	1440	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Nov., 1999"	"1999/11"	1474	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	"Dec., 1999"	"1999/12"	1613	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Jan., 1999"	"1999/01"	30	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Feb., 1999"	"1999/02"	33	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Mar., 1999"	"1999/03"	38	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Apr., 1999"	"1999/04"	21	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"May, 1999"	"1999/05"	34	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Jun., 1999"	"1999/06"	30	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Jul., 1999"	"1999/07"	20	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Aug., 1999"	"1999/08"	25	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Sep., 1999"	"1999/09"	25	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Oct., 1999"	"1999/10"	31	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Nov., 1999"	"1999/11"	29	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	"Dec., 1999"	"1999/12"	36	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Jan., 1999"	"1999/01"	20	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Feb., 1999"	"1999/02"	20	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Mar., 1999"	"1999/03"	20	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Apr., 1999"	"1999/04"	16	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"May, 1999"	"1999/05"	12	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Jun., 1999"	"1999/06"	16	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Aug., 1999"	"1999/08"	12	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Sep., 1999"	"1999/09"	13	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Oct., 1999"	"1999/10"	21	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Nov., 1999"	"1999/11"	12	Not Applicable	Not Applicable
	"Potter County, PA"	"42105"	"Dec., 1999"	"1999/12"	13	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jan., 1999"	"1999/01"	199	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Feb., 1999"	"1999/02"	204	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Mar., 1999"	"1999/03"	191	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Apr., 1999"	"1999/04"	169	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"May, 1999"	"1999/05"	166	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jun., 1999"	"1999/06"	137	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Jul., 1999"	"1999/07"	162	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Aug., 1999"	"1999/08"	156	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Sep., 1999"	"1999/09"	154	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Oct., 1999"	"1999/10"	160	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Nov., 1999"	"1999/11"	165	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	"Dec., 1999"	"1999/12"	176	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Jan., 1999"	"1999/01"	39	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Feb., 1999"	"1999/02"	23	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Mar., 1999"	"1999/03"	32	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Apr., 1999"	"1999/04"	22	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"May, 1999"	"1999/05"	22	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Jun., 1999"	"1999/06"	22	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Jul., 1999"	"1999/07"	20	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Aug., 1999"	"1999/08"	22	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Sep., 1999"	"1999/09"	21	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Oct., 1999"	"1999/10"	20	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Nov., 1999"	"1999/11"	20	Not Applicable	Not Applicable
	"Snyder County, PA"	"42109"	"Dec., 1999"	"1999/12"	25	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Jan., 1999"	"1999/01"	82	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Feb., 1999"	"1999/02"	92	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Mar., 1999"	"1999/03"	77	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Apr., 1999"	"1999/04"	91	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"May, 1999"	"1999/05"	75	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Jun., 1999"	"1999/06"	71	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Jul., 1999"	"1999/07"	62	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Aug., 1999"	"1999/08"	75	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Sep., 1999"	"1999/09"	62	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Oct., 1999"	"1999/10"	83	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Nov., 1999"	"1999/11"	75	Not Applicable	Not Applicable
	"Somerset County, PA"	"42111"	"Dec., 1999"	"1999/12"	87	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Feb., 1999"	"1999/02"	16	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"May, 1999"	"1999/05"	11	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Jun., 1999"	"1999/06"	10	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Jul., 1999"	"1999/07"	10	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Aug., 1999"	"1999/08"	10	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Oct., 1999"	"1999/10"	11	Not Applicable	Not Applicable
	"Sullivan County, PA"	"42113"	"Nov., 1999"	"1999/11"	16	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Jan., 1999"	"1999/01"	55	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Feb., 1999"	"1999/02"	38	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Mar., 1999"	"1999/03"	45	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Apr., 1999"	"1999/04"	32	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"May, 1999"	"1999/05"	35	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Jun., 1999"	"1999/06"	27	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Jul., 1999"	"1999/07"	35	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Aug., 1999"	"1999/08"	51	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Sep., 1999"	"1999/09"	30	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Oct., 1999"	"1999/10"	47	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Nov., 1999"	"1999/11"	41	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	"Dec., 1999"	"1999/12"	38	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Jan., 1999"	"1999/01"	44	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Feb., 1999"	"1999/02"	37	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Mar., 1999"	"1999/03"	53	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Apr., 1999"	"1999/04"	40	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"May, 1999"	"1999/05"	33	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Jun., 1999"	"1999/06"	26	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Jul., 1999"	"1999/07"	35	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Aug., 1999"	"1999/08"	39	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Sep., 1999"	"1999/09"	54	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Oct., 1999"	"1999/10"	31	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Nov., 1999"	"1999/11"	34	Not Applicable	Not Applicable
	"Tioga County, PA"	"42117"	"Dec., 1999"	"1999/12"	37	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Jan., 1999"	"1999/01"	36	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Feb., 1999"	"1999/02"	26	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Mar., 1999"	"1999/03"	31	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Apr., 1999"	"1999/04"	20	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"May, 1999"	"1999/05"	17	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Jun., 1999"	"1999/06"	19	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Jul., 1999"	"1999/07"	20	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Aug., 1999"	"1999/08"	30	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Sep., 1999"	"1999/09"	27	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Oct., 1999"	"1999/10"	27	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Nov., 1999"	"1999/11"	23	Not Applicable	Not Applicable
	"Union County, PA"	"42119"	"Dec., 1999"	"1999/12"	31	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Jan., 1999"	"1999/01"	54	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Feb., 1999"	"1999/02"	53	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Mar., 1999"	"1999/03"	60	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Apr., 1999"	"1999/04"	63	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"May, 1999"	"1999/05"	47	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Jun., 1999"	"1999/06"	51	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Jul., 1999"	"1999/07"	67	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Sep., 1999"	"1999/09"	52	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Oct., 1999"	"1999/10"	56	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Nov., 1999"	"1999/11"	61	Not Applicable	Not Applicable
	"Venango County, PA"	"42121"	"Dec., 1999"	"1999/12"	60	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Jan., 1999"	"1999/01"	40	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Feb., 1999"	"1999/02"	38	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Mar., 1999"	"1999/03"	62	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Apr., 1999"	"1999/04"	51	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"May, 1999"	"1999/05"	45	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Jun., 1999"	"1999/06"	49	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Jul., 1999"	"1999/07"	43	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Aug., 1999"	"1999/08"	42	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Sep., 1999"	"1999/09"	47	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Oct., 1999"	"1999/10"	38	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Nov., 1999"	"1999/11"	37	Not Applicable	Not Applicable
	"Warren County, PA"	"42123"	"Dec., 1999"	"1999/12"	38	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jan., 1999"	"1999/01"	241	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Feb., 1999"	"1999/02"	225	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Mar., 1999"	"1999/03"	267	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Apr., 1999"	"1999/04"	190	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"May, 1999"	"1999/05"	192	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jun., 1999"	"1999/06"	174	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Jul., 1999"	"1999/07"	164	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Aug., 1999"	"1999/08"	205	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Sep., 1999"	"1999/09"	180	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Oct., 1999"	"1999/10"	191	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Nov., 1999"	"1999/11"	201	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	"Dec., 1999"	"1999/12"	219	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Jan., 1999"	"1999/01"	72	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Feb., 1999"	"1999/02"	42	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Mar., 1999"	"1999/03"	66	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Apr., 1999"	"1999/04"	39	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"May, 1999"	"1999/05"	40	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Jun., 1999"	"1999/06"	36	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Jul., 1999"	"1999/07"	37	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Aug., 1999"	"1999/08"	38	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Sep., 1999"	"1999/09"	40	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Oct., 1999"	"1999/10"	41	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Nov., 1999"	"1999/11"	30	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	"Dec., 1999"	"1999/12"	49	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jan., 1999"	"1999/01"	430	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Feb., 1999"	"1999/02"	395	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Mar., 1999"	"1999/03"	452	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Apr., 1999"	"1999/04"	371	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"May, 1999"	"1999/05"	343	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jun., 1999"	"1999/06"	305	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Jul., 1999"	"1999/07"	316	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Aug., 1999"	"1999/08"	331	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Sep., 1999"	"1999/09"	357	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	"Oct., 1999"	"1999/10"	370	Not Applicable	Not Applicable
