Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
09/30/2020,02/01/2020,09/26/2020,AL,Barbour County,1005,10,182
09/30/2020,02/01/2020,09/26/2020,AL,Bibb County,1007,15,125
09/30/2020,02/01/2020,09/26/2020,AL,Cullman County,1043,27,683
09/30/2020,02/01/2020,09/26/2020,AL,Dale County,1045,52,344
09/30/2020,02/01/2020,09/26/2020,AL,Jefferson County,1073,565,6662
09/30/2020,02/01/2020,09/26/2020,AL,Marion County,1093,23,270
09/30/2020,02/01/2020,09/26/2020,AL,Marshall County,1095,49,802
09/30/2020,02/01/2020,09/26/2020,AR,Benton County,5007,101,1282
09/30/2020,02/01/2020,09/26/2020,AR,Faulkner County,5045,25,697
09/30/2020,02/01/2020,09/26/2020,AR,Garland County,5051,74,1211
09/30/2020,02/01/2020,09/26/2020,AR,Pope County,5115,21,443
09/30/2020,02/01/2020,09/26/2020,AR,Randolph County,5121,10,113
09/30/2020,02/01/2020,09/26/2020,AZ,Coconino County,4005,126,853
09/30/2020,02/01/2020,09/26/2020,AZ,Mohave County,4015,186,2438
09/30/2020,02/01/2020,09/26/2020,AZ,Yavapai County,4025,76,2145
09/30/2020,02/01/2020,09/26/2020,CO,Pueblo County,8101,32,1444
09/30/2020,02/01/2020,09/26/2020,CT,Tolland County,9013,47,470
09/30/2020,02/01/2020,09/26/2020,FL,Lake County,12069,203,3028
09/30/2020,02/01/2020,09/26/2020,FL,Lee County,12071,442,5539
09/30/2020,02/01/2020,09/26/2020,GA,Baldwin County,13009,58,336
09/30/2020,02/01/2020,09/26/2020,GA,Bibb County,13021,234,2014
09/30/2020,02/01/2020,09/26/2020,GA,Bleckley County,13023,12,69
09/30/2020,02/01/2020,09/26/2020,GA,Colquitt County,13071,41,395
09/30/2020,02/01/2020,09/26/2020,GA,Columbia County,13073,14,432
09/30/2020,02/01/2020,09/26/2020,GA,Dougherty County,13095,201,1019
09/30/2020,02/01/2020,09/26/2020,GA,Forsyth County,13117,62,1071
09/30/2020,02/01/2020,09/26/2020,GA,Franklin County,13119,12,173
09/30/2020,02/01/2020,09/26/2020,GA,Tift County,13277,105,462
09/30/2020,02/01/2020,09/26/2020,HI,Hawaii County,15001,21,1156
09/30/2020,02/01/2020,09/26/2020,IA,Black Hawk County,19013,91,950
09/30/2020,02/01/2020,09/26/2020,IA,Des Moines County,19057,13,315
09/30/2020,02/01/2020,09/26/2020,IA,Emmet County,19063,10,89
09/30/2020,02/01/2020,09/26/2020,ID,Twin Falls County,16083,53,652
09/30/2020,02/01/2020,09/26/2020,IL,Adams County,17001,15,640
09/30/2020,02/01/2020,09/26/2020,IL,Cass County,17017,10,58
09/30/2020,02/01/2020,09/26/2020,IL,Champaign County,17019,37,1204
09/30/2020,02/01/2020,09/26/2020,IL,Coles County,17029,25,430
09/30/2020,02/01/2020,09/26/2020,IL,McDonough County,17109,16,202
09/30/2020,02/01/2020,09/26/2020,IL,Williamson County,17199,33,612
09/30/2020,02/01/2020,09/26/2020,IN,Allen County,18003,242,3132
09/30/2020,02/01/2020,09/26/2020,IN,Daviess County,18027,14,195
09/30/2020,02/01/2020,09/26/2020,IN,Grant County,18053,30,520
09/30/2020,02/01/2020,09/26/2020,IN,Harrison County,18061,15,230
09/30/2020,02/01/2020,09/26/2020,IN,Howard County,18067,65,759
09/30/2020,02/01/2020,09/26/2020,IN,Orange County,18117,16,114
09/30/2020,02/01/2020,09/26/2020,IN,Porter County,18127,42,1123
09/30/2020,02/01/2020,09/26/2020,IN,Vigo County,18167,52,962
09/30/2020,02/01/2020,09/26/2020,KS,Ford County,20057,14,157
09/30/2020,02/01/2020,09/26/2020,KY,Casey County,21045,10,97
09/30/2020,02/01/2020,09/26/2020,AL,Calhoun County,1015,82,1053
09/30/2020,02/01/2020,09/26/2020,AL,DeKalb County,1049,16,458
09/30/2020,02/01/2020,09/26/2020,AL,Lee County,1081,129,898
09/30/2020,02/01/2020,09/26/2020,AL,Morgan County,1103,49,893
09/30/2020,02/01/2020,09/26/2020,AR,Independence County,5063,19,335
09/30/2020,02/01/2020,09/26/2020,AZ,Yuma County,4027,306,1538
09/30/2020,02/01/2020,09/26/2020,CA,Butte County,6007,40,1465
09/30/2020,02/01/2020,09/26/2020,CA,Kern County,6029,380,4559
09/30/2020,02/01/2020,09/26/2020,CA,Napa County,6055,18,830
09/30/2020,02/01/2020,09/26/2020,CO,Mesa County,8077,18,1250
09/30/2020,02/01/2020,09/26/2020,CT,Middlesex County,9007,178,975
09/30/2020,02/01/2020,09/26/2020,CT,New London County,9011,104,1445
09/30/2020,02/01/2020,09/26/2020,FL,Bay County,12005,118,1401
09/30/2020,02/01/2020,09/26/2020,FL,Putnam County,12107,23,569
09/30/2020,02/01/2020,09/26/2020,FL,St. Lucie County,12111,180,2491
09/30/2020,02/01/2020,09/26/2020,GA,Barrow County,13013,19,292
09/30/2020,02/01/2020,09/26/2020,GA,Chatham County,13051,202,2507
09/30/2020,02/01/2020,09/26/2020,GA,Early County,13099,14,95
09/30/2020,02/01/2020,09/26/2020,GA,Emanuel County,13107,32,177
09/30/2020,02/01/2020,09/26/2020,GA,Floyd County,13115,80,1143
09/30/2020,02/01/2020,09/26/2020,GA,Gwinnett County,13135,310,2909
09/30/2020,02/01/2020,09/26/2020,GA,Habersham County,13137,30,271
09/30/2020,02/01/2020,09/26/2020,GA,Laurens County,13175,73,574
09/30/2020,02/01/2020,09/26/2020,GA,Mitchell County,13205,15,138
09/30/2020,02/01/2020,09/26/2020,GA,Walker County,13295,11,382
09/30/2020,02/01/2020,09/26/2020,GA,Wayne County,13305,23,221
09/30/2020,02/01/2020,09/26/2020,IA,Franklin County,19069,10,78
09/30/2020,02/01/2020,09/26/2020,IA,Plymouth County,19149,15,142
09/30/2020,02/01/2020,09/26/2020,IA,Woodbury County,19193,110,862
09/30/2020,02/01/2020,09/26/2020,ID,Ada County,16001,203,2750
09/30/2020,02/01/2020,09/26/2020,IL,DeKalb County,17037,32,549
09/30/2020,02/01/2020,09/26/2020,IL,Jefferson County,17081,25,415
09/30/2020,02/01/2020,09/26/2020,IL,Macon County,17115,40,881
09/30/2020,02/01/2020,09/26/2020,IL,Morgan County,17137,18,264
09/30/2020,02/01/2020,09/26/2020,IL,Whiteside County,17195,11,398
09/30/2020,02/01/2020,09/26/2020,IN,Clark County,18019,52,738
09/30/2020,02/01/2020,09/26/2020,IN,Hamilton County,18057,106,1411
09/30/2020,02/01/2020,09/26/2020,IN,La Porte County,18091,44,828
09/30/2020,02/01/2020,09/26/2020,IN,Montgomery County,18107,18,230
09/30/2020,02/01/2020,09/26/2020,IN,Noble County,18113,24,267
09/30/2020,02/01/2020,09/26/2020,IN,Shelby County,18145,27,288
09/30/2020,02/01/2020,09/26/2020,KS,Shawnee County,20177,53,1523
09/30/2020,02/01/2020,09/26/2020,KY,Barren County,21009,16,373
09/30/2020,02/01/2020,09/26/2020,KY,Laurel County,21125,11,417
09/30/2020,02/01/2020,09/26/2020,KY,Pulaski County,21199,11,608
09/30/2020,02/01/2020,09/26/2020,LA,Acadia Parish,22001,55,414
09/30/2020,02/01/2020,09/26/2020,LA,East Baton Rouge Parish,22033,728,4188
09/30/2020,02/01/2020,09/26/2020,LA,East Feliciana Parish,22037,10,123
09/30/2020,02/01/2020,09/26/2020,LA,Pointe Coupee Parish,22077,18,156
09/30/2020,02/01/2020,09/26/2020,LA,Vernon Parish,22115,21,237
09/30/2020,02/01/2020,09/26/2020,LA,Winn Parish,22127,17,108
09/30/2020,02/01/2020,09/26/2020,MA,Middlesex County,25017,1870,8738
09/30/2020,02/01/2020,09/26/2020,MA,Norfolk County,25021,761,4209
09/30/2020,02/01/2020,09/26/2020,ME,Cumberland County,23005,88,2615
09/30/2020,02/01/2020,09/26/2020,MI,Alpena County,26007,15,274
09/30/2020,02/01/2020,09/26/2020,AK,Anchorage Borough,2020,29,1314
09/30/2020,02/01/2020,09/26/2020,AL,Colbert County,1033,35,425
09/30/2020,02/01/2020,09/26/2020,AL,Dallas County,1047,42,339
09/30/2020,02/01/2020,09/26/2020,AL,Franklin County,1059,13,200
09/30/2020,02/01/2020,09/26/2020,AL,Houston County,1069,197,1364
09/30/2020,02/01/2020,09/26/2020,AL,Jackson County,1071,14,430
09/30/2020,02/01/2020,09/26/2020,AL,Marengo County,1091,16,167
09/30/2020,02/01/2020,09/26/2020,AR,Saline County,5125,13,599
09/30/2020,02/01/2020,09/26/2020,CA,Alameda County,6001,379,7246
09/30/2020,02/01/2020,09/26/2020,CA,Contra Costa County,6013,193,5398
09/30/2020,02/01/2020,09/26/2020,CA,Monterey County,6053,61,1836
09/30/2020,02/01/2020,09/26/2020,CA,Placer County,6061,82,2633
09/30/2020,02/01/2020,09/26/2020,CA,San Mateo County,6081,160,3154
09/30/2020,02/01/2020,09/26/2020,CA,Sonoma County,6097,119,2930
09/30/2020,02/01/2020,09/26/2020,CA,Yuba County,6115,14,525
09/30/2020,02/01/2020,09/26/2020,CO,Arapahoe County,8005,403,3336
09/30/2020,02/01/2020,09/26/2020,CT,New Haven County,9009,1094,6056
09/30/2020,02/01/2020,09/26/2020,CT,Windham County,9015,12,552
09/30/2020,02/01/2020,09/26/2020,FL,Broward County,12011,1605,12094
09/30/2020,02/01/2020,09/26/2020,FL,Leon County,12073,203,2138
09/30/2020,02/01/2020,09/26/2020,FL,Palm Beach County,12099,1290,11959
09/30/2020,02/01/2020,09/26/2020,FL,St. Johns County,12109,33,1176
09/30/2020,02/01/2020,09/26/2020,FL,Volusia County,12127,277,5381
09/30/2020,02/01/2020,09/26/2020,GA,Bacon County,13005,15,108
09/30/2020,02/01/2020,09/26/2020,GA,Bartow County,13015,55,691
09/30/2020,02/01/2020,09/26/2020,GA,Butts County,13035,20,173
09/30/2020,02/01/2020,09/26/2020,GA,Douglas County,13097,37,536
09/30/2020,02/01/2020,09/26/2020,GA,Fayette County,13113,91,781
09/30/2020,02/01/2020,09/26/2020,GA,Fulton County,13121,622,6261
09/30/2020,02/01/2020,09/26/2020,GA,Muscogee County,13215,239,1984
09/30/2020,02/01/2020,09/26/2020,GA,Pickens County,13227,11,255
09/30/2020,02/01/2020,09/26/2020,GA,Rockdale County,13247,39,517
09/30/2020,02/01/2020,09/26/2020,GA,Tattnall County,13267,10,116
09/30/2020,02/01/2020,09/26/2020,GA,Walton County,13297,44,571
09/30/2020,02/01/2020,09/26/2020,HI,Maui County,15009,15,779
09/30/2020,02/01/2020,09/26/2020,IA,Linn County,19113,104,1372
09/30/2020,02/01/2020,09/26/2020,IA,Muscatine County,19139,41,243
09/30/2020,02/01/2020,09/26/2020,ID,Canyon County,16027,75,1036
09/30/2020,02/01/2020,09/26/2020,IL,Kankakee County,17091,72,871
09/30/2020,02/01/2020,09/26/2020,IL,McLean County,17113,24,897
09/30/2020,02/01/2020,09/26/2020,IL,St. Clair County,17163,155,1849
09/30/2020,02/01/2020,09/26/2020,IL,Winnebago County,17201,160,2330
09/30/2020,02/01/2020,09/26/2020,IN,Bartholomew County,18005,76,619
09/30/2020,02/01/2020,09/26/2020,IN,Clinton County,18023,12,232
09/30/2020,02/01/2020,09/26/2020,IN,Decatur County,18031,26,193
09/30/2020,02/01/2020,09/26/2020,IN,Greene County,18055,30,178
09/30/2020,02/01/2020,09/26/2020,IN,Hendricks County,18063,149,1099
09/30/2020,02/01/2020,09/26/2020,IN,Jackson County,18071,10,294
09/30/2020,02/01/2020,09/26/2020,IN,Monroe County,18105,57,928
09/30/2020,02/01/2020,09/26/2020,IN,Morgan County,18109,32,377
09/30/2020,02/01/2020,09/26/2020,KS,Lyon County,20111,25,183
09/30/2020,02/01/2020,09/26/2020,KY,Campbell County,21037,70,539
09/30/2020,02/01/2020,09/26/2020,KY,Christian County,21047,10,333
09/30/2020,02/01/2020,09/26/2020,KY,Fayette County,21067,87,3329
09/30/2020,02/01/2020,09/26/2020,KY,Graves County,21083,34,281
09/30/2020,02/01/2020,09/26/2020,KY,Hardin County,21093,10,712
09/30/2020,02/01/2020,09/26/2020,KY,Hopkins County,21107,37,466
09/30/2020,02/01/2020,09/26/2020,KY,Jefferson County,21111,434,7024
09/30/2020,02/01/2020,09/26/2020,KY,Warren County,21227,99,1082
09/30/2020,02/01/2020,09/26/2020,LA,Allen Parish,22003,15,150
09/30/2020,02/01/2020,09/26/2020,LA,St. Tammany Parish,22103,255,1933
09/30/2020,02/01/2020,09/26/2020,MA,Bristol County,25005,548,3724
09/30/2020,02/01/2020,09/26/2020,MA,Hampshire County,25015,112,895
09/30/2020,02/01/2020,09/26/2020,MD,Charles County,24017,86,731
09/30/2020,02/01/2020,09/26/2020,MD,Frederick County,24021,131,1397
09/30/2020,02/01/2020,09/26/2020,MD,Wicomico County,24045,68,992
09/30/2020,02/01/2020,09/26/2020,ME,Waldo County,23027,16,203
09/30/2020,02/01/2020,09/26/2020,MI,Jackson County,26075,84,1266
09/30/2020,02/01/2020,09/26/2020,AL,Autauga County,1001,25,338
09/30/2020,02/01/2020,09/26/2020,AL,Baldwin County,1003,69,1427
09/30/2020,02/01/2020,09/26/2020,AL,Crenshaw County,1041,24,143
09/30/2020,02/01/2020,09/26/2020,AL,Madison County,1089,131,2750
09/30/2020,02/01/2020,09/26/2020,AR,Craighead County,5031,94,1381
09/30/2020,02/01/2020,09/26/2020,AR,Newton County,5101,13,72
09/30/2020,02/01/2020,09/26/2020,AR,Union County,5139,36,364
09/30/2020,02/01/2020,09/26/2020,AZ,Apache County,4001,42,355
09/30/2020,02/01/2020,09/26/2020,AZ,Cochise County,4003,30,727
09/30/2020,02/01/2020,09/26/2020,AZ,Maricopa County,4013,3309,29199
09/30/2020,02/01/2020,09/26/2020,AZ,Pinal County,4021,81,1845
09/30/2020,02/01/2020,09/26/2020,CA,Merced County,6047,77,1075
09/30/2020,02/01/2020,09/26/2020,CA,San Joaquin County,6077,411,4070
09/30/2020,02/01/2020,09/26/2020,CA,Santa Barbara County,6083,120,2236
09/30/2020,02/01/2020,09/26/2020,CA,Yolo County,6113,41,796
09/30/2020,02/01/2020,09/26/2020,CO,Adams County,8001,280,2618
09/30/2020,02/01/2020,09/26/2020,CO,Boulder County,8013,83,1633
09/30/2020,02/01/2020,09/26/2020,CO,Douglas County,8035,67,1160
09/30/2020,02/01/2020,09/26/2020,CO,Larimer County,8069,66,1795
09/30/2020,02/01/2020,09/26/2020,CT,Fairfield County,9001,1433,5351
09/30/2020,02/01/2020,09/26/2020,DE,New Castle County,10003,272,3565
09/30/2020,02/01/2020,09/26/2020,DE,Sussex County,10005,183,1815
09/30/2020,02/01/2020,09/26/2020,FL,Escambia County,12033,308,3399
09/30/2020,02/01/2020,09/26/2020,FL,Hendry County,12051,16,138
09/30/2020,02/01/2020,09/26/2020,FL,Hernando County,12053,122,2073
09/30/2020,02/01/2020,09/26/2020,FL,Jackson County,12063,50,400
09/30/2020,02/01/2020,09/26/2020,FL,Miami-Dade County,12086,3060,17353
09/30/2020,02/01/2020,09/26/2020,FL,Okaloosa County,12091,117,1398
09/30/2020,02/01/2020,09/26/2020,FL,Okeechobee County,12093,23,298
09/30/2020,02/01/2020,09/26/2020,FL,Pasco County,12101,169,4463
09/30/2020,02/01/2020,09/26/2020,FL,Seminole County,12117,161,2463
09/30/2020,02/01/2020,09/26/2020,FL,Sumter County,12119,73,1665
09/30/2020,02/01/2020,09/26/2020,GA,Cherokee County,13057,49,893
09/30/2020,02/01/2020,09/26/2020,GA,Clarke County,13059,108,1106
09/30/2020,02/01/2020,09/26/2020,GA,Clayton County,13063,58,935
09/30/2020,02/01/2020,09/26/2020,GA,Decatur County,13087,13,207
09/30/2020,02/01/2020,09/26/2020,GA,Dodge County,13091,12,133
09/30/2020,02/01/2020,09/26/2020,GA,Henry County,13151,99,1313
09/30/2020,02/01/2020,09/26/2020,GA,Houston County,13153,68,884
09/30/2020,02/01/2020,09/26/2020,GA,Putnam County,13237,12,124
09/30/2020,02/01/2020,09/26/2020,GA,Spalding County,13255,88,797
09/30/2020,02/01/2020,09/26/2020,GA,Toombs County,13279,52,364
09/30/2020,02/01/2020,09/26/2020,GA,Whitfield County,13313,50,601
09/30/2020,02/01/2020,09/26/2020,IA,Mahaska County,19123,18,166
09/30/2020,02/01/2020,09/26/2020,IA,Polk County,19153,330,3497
09/30/2020,02/01/2020,09/26/2020,IA,Poweshiek County,19157,10,135
09/30/2020,02/01/2020,09/26/2020,ID,Kootenai County,16055,40,1220
09/30/2020,02/01/2020,09/26/2020,IL,Lake County,17097,396,3988
09/30/2020,02/01/2020,09/26/2020,IL,LaSalle County,17099,44,713
09/30/2020,02/01/2020,09/26/2020,IL,Sangamon County,17167,67,1890
09/30/2020,02/01/2020,09/26/2020,IN,Boone County,18011,44,342
09/30/2020,02/01/2020,09/26/2020,IN,Dearborn County,18029,36,280
09/30/2020,02/01/2020,09/26/2020,IN,Dubois County,18037,14,333
09/30/2020,02/01/2020,09/26/2020,IN,Elkhart County,18039,109,1275
09/30/2020,02/01/2020,09/26/2020,IN,Henry County,18065,11,321
09/30/2020,02/01/2020,09/26/2020,IN,Perry County,18123,12,119
09/30/2020,02/01/2020,09/26/2020,IN,Vanderburgh County,18163,67,1841
09/30/2020,02/01/2020,09/26/2020,KS,Finney County,20055,19,168
09/30/2020,02/01/2020,09/26/2020,KY,Boone County,21015,10,513
09/30/2020,02/01/2020,09/26/2020,KY,Franklin County,21073,16,381
09/30/2020,02/01/2020,09/26/2020,KY,Kenton County,21117,48,1152
09/30/2020,02/01/2020,09/26/2020,AL,Montgomery County,1101,323,2165
09/30/2020,02/01/2020,09/26/2020,AL,Talladega County,1121,24,574
09/30/2020,02/01/2020,09/26/2020,AR,Columbia County,5027,14,183
09/30/2020,02/01/2020,09/26/2020,AR,Mississippi County,5093,20,255
09/30/2020,02/01/2020,09/26/2020,AR,Pulaski County,5119,237,4306
09/30/2020,02/01/2020,09/26/2020,AR,Sebastian County,5131,79,1517
09/30/2020,02/01/2020,09/26/2020,AZ,Gila County,4007,27,491
09/30/2020,02/01/2020,09/26/2020,AZ,Graham County,4009,22,218
09/30/2020,02/01/2020,09/26/2020,CA,Imperial County,6025,178,843
09/30/2020,02/01/2020,09/26/2020,CA,Kings County,6031,111,683
09/30/2020,02/01/2020,09/26/2020,CA,Los Angeles County,6037,5706,50152
09/30/2020,02/01/2020,09/26/2020,CA,Orange County,6059,1209,14907
09/30/2020,02/01/2020,09/26/2020,CA,San Bernardino County,6071,1061,11314
09/30/2020,02/01/2020,09/26/2020,CA,San Diego County,6073,942,16045
09/30/2020,02/01/2020,09/26/2020,CA,Santa Cruz County,6087,13,1088
09/30/2020,02/01/2020,09/26/2020,CA,Tulare County,6107,257,2268
09/30/2020,02/01/2020,09/26/2020,CO,Broomfield County,8014,23,233
09/30/2020,02/01/2020,09/26/2020,CO,El Paso County,8041,175,3676
09/30/2020,02/01/2020,09/26/2020,CO,Montrose County,8085,14,283
09/30/2020,02/01/2020,09/26/2020,CO,Morgan County,8087,40,184
09/30/2020,02/01/2020,09/26/2020,CT,Hartford County,9003,1411,6418
09/30/2020,02/01/2020,09/26/2020,CT,Litchfield County,9005,131,986
09/30/2020,02/01/2020,09/26/2020,FL,Alachua County,12001,183,2574
09/30/2020,02/01/2020,09/26/2020,FL,Charlotte County,12015,135,2123
09/30/2020,02/01/2020,09/26/2020,FL,Martin County,12085,210,1536
09/30/2020,02/01/2020,09/26/2020,FL,Nassau County,12089,14,474
09/30/2020,02/01/2020,09/26/2020,GA,Bulloch County,13031,38,470
09/30/2020,02/01/2020,09/26/2020,GA,Crisp County,13081,23,223
09/30/2020,02/01/2020,09/26/2020,GA,Glynn County,13127,100,825
09/30/2020,02/01/2020,09/26/2020,GA,Hall County,13139,212,1894
09/30/2020,02/01/2020,09/26/2020,GA,Stephens County,13257,24,232
09/30/2020,02/01/2020,09/26/2020,GA,Union County,13291,14,222
09/30/2020,02/01/2020,09/26/2020,GA,Upson County,13293,81,391
09/30/2020,02/01/2020,09/26/2020,GA,Washington County,13303,10,115
09/30/2020,02/01/2020,09/26/2020,IA,Cerro Gordo County,19033,27,482
09/30/2020,02/01/2020,09/26/2020,IA,Wapello County,19179,39,285
09/30/2020,02/01/2020,09/26/2020,IL,DuPage County,17043,518,5183
09/30/2020,02/01/2020,09/26/2020,IN,Lake County,18089,427,4378
09/30/2020,02/01/2020,09/26/2020,IN,Marshall County,18099,28,316
09/30/2020,02/01/2020,09/26/2020,IN,Tippecanoe County,18157,44,1064
09/30/2020,02/01/2020,09/26/2020,KS,Johnson County,20091,157,2864
09/30/2020,02/01/2020,09/26/2020,KY,Daviess County,21059,36,873
