Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
11/12/2020,02/01/2020,11/07/2020,NC,Lenoir County,37107,Micropolitan,21,413
11/12/2020,02/01/2020,11/07/2020,NC,Lincoln County,37109,Large fringe metro,16,460
11/12/2020,02/01/2020,11/07/2020,NC,McDowell County,37111,Micropolitan,13,233
11/12/2020,02/01/2020,11/07/2020,NC,Mecklenburg County,37119,Large central metro,312,5215
11/12/2020,02/01/2020,11/07/2020,NC,Moore County,37125,Micropolitan,54,925
11/12/2020,02/01/2020,11/07/2020,NC,Nash County,37127,Small metro,19,590
11/12/2020,02/01/2020,11/07/2020,NC,New Hanover County,37129,Medium metro,53,1838
11/12/2020,02/01/2020,11/07/2020,NC,Onslow County,37133,Small metro,13,573
11/12/2020,02/01/2020,11/07/2020,NC,Orange County,37135,Medium metro,78,925
11/12/2020,02/01/2020,11/07/2020,NC,Pasquotank County,37139,Micropolitan,23,325
11/12/2020,02/01/2020,11/07/2020,NC,Pitt County,37147,Small metro,61,1543
11/12/2020,02/01/2020,11/07/2020,NC,Randolph County,37151,Medium metro,20,740
11/12/2020,02/01/2020,11/07/2020,NC,Robeson County,37155,Micropolitan,50,772
11/12/2020,02/01/2020,11/07/2020,NC,Rowan County,37159,Large fringe metro,58,948
11/12/2020,02/01/2020,11/07/2020,NC,Rutherford County,37161,Micropolitan,15,468
11/12/2020,02/01/2020,11/07/2020,NC,Scotland County,37165,Micropolitan,12,323
11/12/2020,02/01/2020,11/07/2020,NC,Stanly County,37167,Micropolitan,18,393
11/12/2020,02/01/2020,11/07/2020,NC,Surry County,37171,Micropolitan,14,609
11/12/2020,02/01/2020,11/07/2020,NC,Union County,37179,Large fringe metro,37,839
11/12/2020,02/01/2020,11/07/2020,NC,Vance County,37181,Micropolitan,45,353
11/12/2020,02/01/2020,11/07/2020,NC,Wake County,37183,Large central metro,259,4133
11/12/2020,02/01/2020,11/07/2020,NC,Wayne County,37191,Small metro,62,984
11/12/2020,02/01/2020,11/07/2020,NC,Wilkes County,37193,Micropolitan,12,407
11/12/2020,02/01/2020,11/07/2020,NC,Wilson County,37195,Micropolitan,39,537
11/12/2020,02/01/2020,11/07/2020,ND,Bottineau County,38009,Noncore,13,46
11/12/2020,02/01/2020,11/07/2020,ND,Burleigh County,38015,Small metro,111,984
11/12/2020,02/01/2020,11/07/2020,ND,Cass County,38017,Small metro,180,1675
11/12/2020,02/01/2020,11/07/2020,ND,Grand Forks County,38035,Small metro,31,537
11/12/2020,02/01/2020,11/07/2020,ND,McHenry County,38049,Micropolitan,12,49
11/12/2020,02/01/2020,11/07/2020,ND,Morton County,38059,Small metro,19,225
11/12/2020,02/01/2020,11/07/2020,ND,Stark County,38089,Micropolitan,28,177
11/12/2020,02/01/2020,11/07/2020,ND,Ward County,38101,Micropolitan,63,580
11/12/2020,02/01/2020,11/07/2020,ND,Williams County,38105,Micropolitan,11,143
11/12/2020,02/01/2020,11/07/2020,NE,Adams County,31001,Micropolitan,24,246
11/12/2020,02/01/2020,11/07/2020,NE,Buffalo County,31019,Micropolitan,44,444
11/12/2020,02/01/2020,11/07/2020,NE,Dakota County,31043,Small metro,11,88
11/12/2020,02/01/2020,11/07/2020,NE,Dodge County,31053,Micropolitan,27,343
11/12/2020,02/01/2020,11/07/2020,NE,Douglas County,31055,Medium metro,334,4407
11/12/2020,02/01/2020,11/07/2020,NE,Hall County,31079,Small metro,48,440
11/12/2020,02/01/2020,11/07/2020,NE,Hamilton County,31081,Small metro,16,68
11/12/2020,02/01/2020,11/07/2020,NE,Lancaster County,31109,Medium metro,95,2282
11/12/2020,02/01/2020,11/07/2020,NE,Lincoln County,31111,Micropolitan,28,342
11/12/2020,02/01/2020,11/07/2020,NE,Madison County,31119,Micropolitan,17,322
11/12/2020,02/01/2020,11/07/2020,NE,Perkins County,31135,Noncore,11,33
11/12/2020,02/01/2020,11/07/2020,NE,Platte County,31141,Micropolitan,13,205
11/12/2020,02/01/2020,11/07/2020,NE,Sarpy County,31153,Medium metro,17,697
11/12/2020,02/01/2020,11/07/2020,NE,Scotts Bluff County,31157,Micropolitan,16,373
11/12/2020,02/01/2020,11/07/2020,NH,Hillsborough County,33011,Medium metro,330,3023
11/12/2020,02/01/2020,11/07/2020,NH,Merrimack County,33013,Micropolitan,34,1254
11/12/2020,02/01/2020,11/07/2020,NH,Rockingham County,33015,Large fringe metro,84,1877
11/12/2020,02/01/2020,11/07/2020,NJ,Atlantic County,34001,Medium metro,222,2466
11/12/2020,02/01/2020,11/07/2020,NJ,Bergen County,34003,Large fringe metro,2086,8077
11/12/2020,02/01/2020,11/07/2020,NJ,Burlington County,34005,Large fringe metro,472,3189
11/12/2020,02/01/2020,11/07/2020,NJ,Camden County,34007,Large fringe metro,588,5251
11/12/2020,02/01/2020,11/07/2020,NJ,Cape May County,34009,Small metro,80,931
11/12/2020,02/01/2020,11/07/2020,NJ,Cumberland County,34011,Small metro,125,1306
11/12/2020,02/01/2020,11/07/2020,NJ,Essex County,34013,Large central metro,2053,7504
11/12/2020,02/01/2020,11/07/2020,NJ,Gloucester County,34015,Large fringe metro,225,2237
11/12/2020,02/01/2020,11/07/2020,NJ,Hudson County,34017,Large central metro,1102,3830
11/12/2020,02/01/2020,11/07/2020,NJ,Hunterdon County,34019,Large fringe metro,124,744
11/12/2020,02/01/2020,11/07/2020,NJ,Mercer County,34021,Medium metro,539,2727
11/12/2020,02/01/2020,11/07/2020,NJ,Middlesex County,34023,Large fringe metro,1503,6697
11/12/2020,02/01/2020,11/07/2020,NJ,Monmouth County,34025,Large fringe metro,874,5714
11/12/2020,02/01/2020,11/07/2020,NJ,Morris County,34027,Large fringe metro,1005,4740
11/12/2020,02/01/2020,11/07/2020,NJ,Ocean County,34029,Large fringe metro,858,6017
11/12/2020,02/01/2020,11/07/2020,NJ,Passaic County,34031,Large fringe metro,1012,3822
11/12/2020,02/01/2020,11/07/2020,NJ,Salem County,34033,Large fringe metro,61,556
11/12/2020,02/01/2020,11/07/2020,NJ,Somerset County,34035,Large fringe metro,416,2119
11/12/2020,02/01/2020,11/07/2020,NJ,Sussex County,34037,Large fringe metro,158,1008
11/12/2020,02/01/2020,11/07/2020,NJ,Union County,34039,Large central metro,1018,4255
11/12/2020,02/01/2020,11/07/2020,NJ,Warren County,34041,Medium metro,139,827
11/12/2020,02/01/2020,11/07/2020,NM,Bernalillo County,35001,Medium metro,404,5952
11/12/2020,02/01/2020,11/07/2020,NM,Chaves County,35005,Micropolitan,12,467
11/12/2020,02/01/2020,11/07/2020,NM,Dona Ana County,35013,Small metro,73,1526
11/12/2020,02/01/2020,11/07/2020,NM,Lea County,35025,Micropolitan,11,347
11/12/2020,02/01/2020,11/07/2020,NM,McKinley County,35031,Micropolitan,99,488
11/12/2020,02/01/2020,11/07/2020,NM,Sandoval County,35043,Medium metro,97,1074
11/12/2020,02/01/2020,11/07/2020,NM,San Juan County,35045,Small metro,194,1000
11/12/2020,02/01/2020,11/07/2020,NM,Santa Fe County,35049,Small metro,25,1023
11/12/2020,02/01/2020,11/07/2020,NV,Clark County,32003,Large central metro,1474,15905
11/12/2020,02/01/2020,11/07/2020,NV,Washoe County,32031,Medium metro,206,3876
11/12/2020,02/01/2020,11/07/2020,NV,Carson City,32510,Small metro,13,852
11/12/2020,02/01/2020,11/07/2020,NY,Albany County,36001,Medium metro,217,3179
11/12/2020,02/01/2020,11/07/2020,NY,Allegany County,36003,Noncore,17,337
11/12/2020,02/01/2020,11/07/2020,NY,Bronx County,36005,Large central metro,4328,14062
11/12/2020,02/01/2020,11/07/2020,NY,Broome County,36007,Small metro,136,1981
11/12/2020,02/01/2020,11/07/2020,NY,Cattaraugus County,36009,Micropolitan,18,593
11/12/2020,02/01/2020,11/07/2020,NY,Chemung County,36015,Small metro,27,736
11/12/2020,02/01/2020,11/07/2020,NY,Columbia County,36021,Micropolitan,51,492
11/12/2020,02/01/2020,11/07/2020,NY,Dutchess County,36027,Large fringe metro,206,2267
11/12/2020,02/01/2020,11/07/2020,NY,Erie County,36029,Large central metro,769,8742
11/12/2020,02/01/2020,11/07/2020,NY,Fulton County,36035,Micropolitan,31,391
11/12/2020,02/01/2020,11/07/2020,NY,Herkimer County,36043,Medium metro,13,384
11/12/2020,02/01/2020,11/07/2020,NY,Kings County,36047,Large central metro,6138,18927
11/12/2020,02/01/2020,11/07/2020,NY,Madison County,36053,Medium metro,12,425
11/12/2020,02/01/2020,11/07/2020,NY,Monroe County,36055,Large central metro,357,6527
11/12/2020,02/01/2020,11/07/2020,NY,Nassau County,36059,Large fringe metro,3260,12717
11/12/2020,02/01/2020,11/07/2020,NY,New York County,36061,Large central metro,4014,14792
11/12/2020,02/01/2020,11/07/2020,NY,Niagara County,36063,Large fringe metro,82,1776
11/12/2020,02/01/2020,11/07/2020,NY,Oneida County,36065,Medium metro,141,2216
11/12/2020,02/01/2020,11/07/2020,NY,Onondaga County,36067,Medium metro,257,4457
11/12/2020,02/01/2020,11/07/2020,NY,Ontario County,36069,Large fringe metro,35,840
11/12/2020,02/01/2020,11/07/2020,NY,Orange County,36071,Large fringe metro,491,2666
11/12/2020,02/01/2020,11/07/2020,NY,Orleans County,36073,Large fringe metro,44,264
11/12/2020,02/01/2020,11/07/2020,NY,Otsego County,36077,Micropolitan,14,642
11/12/2020,02/01/2020,11/07/2020,NY,Putnam County,36079,Large fringe metro,71,475
11/12/2020,02/01/2020,11/07/2020,NY,Queens County,36081,Large central metro,5480,16414
11/12/2020,02/01/2020,11/07/2020,NY,Rensselaer County,36083,Medium metro,43,1169
11/12/2020,02/01/2020,11/07/2020,NY,Richmond County,36085,Large central metro,1000,3926
11/12/2020,02/01/2020,11/07/2020,NY,Rockland County,36087,Large fringe metro,668,2373
11/12/2020,02/01/2020,11/07/2020,NY,Schenectady County,36093,Medium metro,38,1266
11/12/2020,02/01/2020,11/07/2020,NY,Steuben County,36101,Micropolitan,66,776
11/12/2020,02/01/2020,11/07/2020,NY,Suffolk County,36103,Large fringe metro,2725,12556
11/12/2020,02/01/2020,11/07/2020,NY,Sullivan County,36105,Noncore,46,529
11/12/2020,02/01/2020,11/07/2020,NY,Tioga County,36107,Small metro,24,251
11/12/2020,02/01/2020,11/07/2020,NY,Ulster County,36111,Small metro,61,1097
11/12/2020,02/01/2020,11/07/2020,NY,Warren County,36113,Small metro,44,766
11/12/2020,02/01/2020,11/07/2020,NY,Washington County,36115,Small metro,12,442
11/12/2020,02/01/2020,11/07/2020,NY,Westchester County,36119,Large fringe metro,1917,7459
11/12/2020,02/01/2020,11/07/2020,OH,Allen County,39003,Small metro,97,1169
11/12/2020,02/01/2020,11/07/2020,OH,Ashland County,39005,Micropolitan,12,367
11/12/2020,02/01/2020,11/07/2020,OH,Ashtabula County,39007,Micropolitan,35,756
11/12/2020,02/01/2020,11/07/2020,OH,Butler County,39017,Large fringe metro,113,2497
11/12/2020,02/01/2020,11/07/2020,OH,Clark County,39023,Small metro,57,1305
11/12/2020,02/01/2020,11/07/2020,OH,Clermont County,39025,Large fringe metro,22,939
11/12/2020,02/01/2020,11/07/2020,OH,Columbiana County,39029,Micropolitan,65,852
11/12/2020,02/01/2020,11/07/2020,OH,Cuyahoga County,39035,Large central metro,813,13178
11/12/2020,02/01/2020,11/07/2020,OH,Darke County,39037,Micropolitan,41,418
11/12/2020,02/01/2020,11/07/2020,OH,Delaware County,39041,Large fringe metro,12,702
11/12/2020,02/01/2020,11/07/2020,OH,Erie County,39043,Micropolitan,54,892
11/12/2020,02/01/2020,11/07/2020,OH,Fairfield County,39045,Large fringe metro,55,1106
11/12/2020,02/01/2020,11/07/2020,OH,Franklin County,39049,Large central metro,843,10954
11/12/2020,02/01/2020,11/07/2020,OH,Fulton County,39051,Medium metro,15,248
11/12/2020,02/01/2020,11/07/2020,OH,Gallia County,39053,Micropolitan,18,312
11/12/2020,02/01/2020,11/07/2020,OH,Geauga County,39055,Large fringe metro,54,717
11/12/2020,02/01/2020,11/07/2020,OH,Greene County,39057,Medium metro,41,969
11/12/2020,02/01/2020,11/07/2020,OH,Hamilton County,39061,Large central metro,403,8067
11/12/2020,02/01/2020,11/07/2020,OH,Hancock County,39063,Micropolitan,45,730
11/12/2020,02/01/2020,11/07/2020,OH,Henry County,39069,Noncore,11,134
11/12/2020,02/01/2020,11/07/2020,OH,Highland County,39071,Noncore,14,325
11/12/2020,02/01/2020,11/07/2020,OH,Knox County,39083,Micropolitan,12,445
11/12/2020,02/01/2020,11/07/2020,OH,Lake County,39085,Large fringe metro,54,1593
11/12/2020,02/01/2020,11/07/2020,OH,Lawrence County,39087,Medium metro,10,324
11/12/2020,02/01/2020,11/07/2020,OH,Licking County,39089,Large fringe metro,58,1195
11/12/2020,02/01/2020,11/07/2020,OH,Lorain County,39093,Large fringe metro,66,2117
11/12/2020,02/01/2020,11/07/2020,OH,Lucas County,39095,Medium metro,470,4733
11/12/2020,02/01/2020,11/07/2020,OH,Mahoning County,39099,Medium metro,320,3044
11/12/2020,02/01/2020,11/07/2020,OH,Marion County,39101,Micropolitan,38,564
11/12/2020,02/01/2020,11/07/2020,OH,Medina County,39103,Large fringe metro,28,1033
11/12/2020,02/01/2020,11/07/2020,OH,Mercer County,39107,Micropolitan,13,273
11/12/2020,02/01/2020,11/07/2020,OH,Miami County,39109,Medium metro,41,775
11/12/2020,02/01/2020,11/07/2020,OH,Montgomery County,39113,Medium metro,325,6176
11/12/2020,02/01/2020,11/07/2020,OH,Muskingum County,39119,Micropolitan,16,884
11/12/2020,02/01/2020,11/07/2020,OH,Ottawa County,39123,Micropolitan,18,259
11/12/2020,02/01/2020,11/07/2020,OH,Pickaway County,39129,Large fringe metro,15,368
11/12/2020,02/01/2020,11/07/2020,OH,Portage County,39133,Medium metro,47,1016
11/12/2020,02/01/2020,11/07/2020,OH,Putnam County,39137,Noncore,18,194
11/12/2020,02/01/2020,11/07/2020,OH,Richland County,39139,Small metro,23,1112
11/12/2020,02/01/2020,11/07/2020,OH,Ross County,39141,Micropolitan,38,790
11/12/2020,02/01/2020,11/07/2020,OH,Sandusky County,39143,Micropolitan,19,422
11/12/2020,02/01/2020,11/07/2020,OH,Scioto County,39145,Micropolitan,18,919
11/12/2020,02/01/2020,11/07/2020,OH,Shelby County,39149,Micropolitan,11,295
11/12/2020,02/01/2020,11/07/2020,OH,Stark County,39151,Medium metro,212,3678
11/12/2020,02/01/2020,11/07/2020,OH,Summit County,39153,Medium metro,253,5036
11/12/2020,02/01/2020,11/07/2020,OH,Trumbull County,39155,Medium metro,81,1631
11/12/2020,02/01/2020,11/07/2020,OH,Tuscarawas County,39157,Micropolitan,42,873
11/12/2020,02/01/2020,11/07/2020,OH,Warren County,39165,Large fringe metro,50,1402
11/12/2020,02/01/2020,11/07/2020,OH,Washington County,39167,Micropolitan,31,653
11/12/2020,02/01/2020,11/07/2020,OH,Wayne County,39169,Micropolitan,67,878
11/12/2020,02/01/2020,11/07/2020,OH,Wood County,39173,Medium metro,60,988
11/12/2020,02/01/2020,11/07/2020,OH,Wyandot County,39175,Noncore,11,179
11/12/2020,02/01/2020,11/07/2020,OK,Bryan County,40013,Micropolitan,23,347
11/12/2020,02/01/2020,11/07/2020,OK,Caddo County,40015,Noncore,15,208
11/12/2020,02/01/2020,11/07/2020,OK,Canadian County,40017,Large fringe metro,13,552
11/12/2020,02/01/2020,11/07/2020,OK,Cherokee County,40021,Micropolitan,16,365
11/12/2020,02/01/2020,11/07/2020,OK,Cleveland County,40027,Large fringe metro,130,1567
11/12/2020,02/01/2020,11/07/2020,OK,Comanche County,40031,Small metro,27,818
11/12/2020,02/01/2020,11/07/2020,OK,Delaware County,40041,Noncore,30,378
11/12/2020,02/01/2020,11/07/2020,OK,Garfield County,40047,Micropolitan,37,599
11/12/2020,02/01/2020,11/07/2020,OK,Grady County,40051,Large fringe metro,18,345
11/12/2020,02/01/2020,11/07/2020,OK,Kay County,40071,Micropolitan,11,349
11/12/2020,02/01/2020,11/07/2020,OK,Lincoln County,40081,Large fringe metro,14,215
11/12/2020,02/01/2020,11/07/2020,OK,McCurtain County,40089,Noncore,16,245
11/12/2020,02/01/2020,11/07/2020,OK,Muskogee County,40101,Micropolitan,57,752
11/12/2020,02/01/2020,11/07/2020,OK,Oklahoma County,40109,Large central metro,504,8172
11/12/2020,02/01/2020,11/07/2020,OK,Ottawa County,40115,Micropolitan,13,220
11/12/2020,02/01/2020,11/07/2020,OK,Pittsburg County,40121,Micropolitan,21,422
11/12/2020,02/01/2020,11/07/2020,OK,Pontotoc County,40123,Micropolitan,10,303
11/12/2020,02/01/2020,11/07/2020,OK,Pottawatomie County,40125,Micropolitan,17,607
11/12/2020,02/01/2020,11/07/2020,OK,Rogers County,40131,Medium metro,15,587
11/12/2020,02/01/2020,11/07/2020,OK,Tulsa County,40143,Medium metro,475,6712
11/12/2020,02/01/2020,11/07/2020,OK,Washington County,40147,Micropolitan,45,576
11/12/2020,02/01/2020,11/07/2020,OK,Woodward County,40153,Micropolitan,15,147
11/12/2020,02/01/2020,11/07/2020,OR,Clackamas County,41005,Large fringe metro,57,2730
11/12/2020,02/01/2020,11/07/2020,OR,Deschutes County,41017,Small metro,23,1329
11/12/2020,02/01/2020,11/07/2020,OR,Jackson County,41029,Small metro,10,1997
11/12/2020,02/01/2020,11/07/2020,OR,Lane County,41039,Medium metro,25,3080
11/12/2020,02/01/2020,11/07/2020,OR,Lincoln County,41041,Micropolitan,12,415
11/12/2020,02/01/2020,11/07/2020,OR,Linn County,41043,Small metro,17,1094
11/12/2020,02/01/2020,11/07/2020,OR,Malheur County,41045,Micropolitan,11,227
11/12/2020,02/01/2020,11/07/2020,OR,Marion County,41047,Medium metro,88,2260
11/12/2020,02/01/2020,11/07/2020,OR,Multnomah County,41051,Large central metro,214,5420
11/12/2020,02/01/2020,11/07/2020,OR,Umatilla County,41059,Micropolitan,32,490
11/12/2020,02/01/2020,11/07/2020,OR,Wasco County,41065,Micropolitan,13,245
11/12/2020,02/01/2020,11/07/2020,OR,Washington County,41067,Large fringe metro,106,2868
11/12/2020,02/01/2020,11/07/2020,OR,Yamhill County,41071,Large fringe metro,13,713
11/12/2020,02/01/2020,11/07/2020,PA,Adams County,42001,Small metro,17,703
11/12/2020,02/01/2020,11/07/2020,PA,Allegheny County,42003,Large central metro,528,13245
11/12/2020,02/01/2020,11/07/2020,PA,Armstrong County,42005,Large fringe metro,19,501
11/12/2020,02/01/2020,11/07/2020,PA,Beaver County,42007,Large fringe metro,143,1560
11/12/2020,02/01/2020,11/07/2020,PA,Berks County,42011,Medium metro,416,3320
11/12/2020,02/01/2020,11/07/2020,PA,Blair County,42013,Small metro,45,1533
11/12/2020,02/01/2020,11/07/2020,PA,Bradford County,42015,Micropolitan,35,705
11/12/2020,02/01/2020,11/07/2020,PA,Bucks County,42017,Large fringe metro,602,5115
11/12/2020,02/01/2020,11/07/2020,PA,Butler County,42019,Large fringe metro,16,1487
11/12/2020,02/01/2020,11/07/2020,PA,Cambria County,42021,Small metro,12,1410
11/12/2020,02/01/2020,11/07/2020,PA,Carbon County,42025,Medium metro,20,515
11/12/2020,02/01/2020,11/07/2020,PA,Centre County,42027,Small metro,20,820
11/12/2020,02/01/2020,11/07/2020,PA,Chester County,42029,Large fringe metro,433,3621
11/12/2020,02/01/2020,11/07/2020,PA,Clearfield County,42033,Micropolitan,11,739
11/12/2020,02/01/2020,11/07/2020,PA,Columbia County,42037,Small metro,28,374
11/12/2020,02/01/2020,11/07/2020,PA,Cumberland County,42041,Medium metro,117,2100
11/12/2020,02/01/2020,11/07/2020,PA,Dauphin County,42043,Medium metro,219,2794
11/12/2020,02/01/2020,11/07/2020,PA,Delaware County,42045,Large fringe metro,771,4513
11/12/2020,02/01/2020,11/07/2020,PA,Erie County,42049,Medium metro,58,2606
11/12/2020,02/01/2020,11/07/2020,PA,Fayette County,42051,Large fringe metro,13,1065
11/12/2020,02/01/2020,11/07/2020,PA,Franklin County,42055,Small metro,65,1298
11/12/2020,02/01/2020,11/07/2020,PA,Huntingdon County,42061,Micropolitan,18,299
11/12/2020,02/01/2020,11/07/2020,PA,Indiana County,42063,Micropolitan,13,660
11/12/2020,02/01/2020,11/07/2020,PA,Lackawanna County,42069,Medium metro,249,2547
11/12/2020,02/01/2020,11/07/2020,PA,Lancaster County,42071,Medium metro,467,4385
11/12/2020,02/01/2020,11/07/2020,PA,Lawrence County,42073,Micropolitan,38,860
11/12/2020,02/01/2020,11/07/2020,PA,Lebanon County,42075,Small metro,68,1164
11/12/2020,02/01/2020,11/07/2020,PA,Lehigh County,42077,Medium metro,546,4184
11/12/2020,02/01/2020,11/07/2020,PA,Luzerne County,42079,Medium metro,206,3303
11/12/2020,02/01/2020,11/07/2020,PA,Lycoming County,42081,Small metro,37,1121
11/12/2020,02/01/2020,11/07/2020,PA,Mercer County,42085,Medium metro,28,1058
11/12/2020,02/01/2020,11/07/2020,PA,Monroe County,42089,Small metro,114,1160
11/12/2020,02/01/2020,11/07/2020,PA,Montgomery County,42091,Large fringe metro,1173,7534
11/12/2020,02/01/2020,11/07/2020,PA,Montour County,42093,Small metro,72,1029
11/12/2020,02/01/2020,11/07/2020,PA,Northampton County,42095,Medium metro,284,2368
11/12/2020,02/01/2020,11/07/2020,PA,Northumberland County,42097,Micropolitan,88,756
11/12/2020,02/01/2020,11/07/2020,PA,Philadelphia County,42101,Large central metro,1735,13822
11/12/2020,02/01/2020,11/07/2020,PA,Pike County,42103,Large fringe metro,13,251
11/12/2020,02/01/2020,11/07/2020,PA,Schuylkill County,42107,Micropolitan,76,1314
11/12/2020,02/01/2020,11/07/2020,PA,Snyder County,42109,Micropolitan,11,204
11/12/2020,02/01/2020,11/07/2020,PA,Susquehanna County,42115,Noncore,35,353
11/12/2020,02/01/2020,11/07/2020,PA,Union County,42119,Micropolitan,16,362
11/12/2020,02/01/2020,11/07/2020,PA,Washington County,42125,Large fringe metro,31,1872
11/12/2020,02/01/2020,11/07/2020,PA,Wayne County,42127,Noncore,12,447
11/12/2020,02/01/2020,11/07/2020,PA,Westmoreland County,42129,Large fringe metro,98,2891
11/12/2020,02/01/2020,11/07/2020,PA,York County,42133,Medium metro,213,3492
11/12/2020,02/01/2020,11/07/2020,RI,Kent County,44003,Large fringe metro,125,1280
11/12/2020,02/01/2020,11/07/2020,RI,Providence County,44007,Large central metro,960,5838
11/12/2020,02/01/2020,11/07/2020,RI,Washington County,44009,Large fringe metro,62,882
11/12/2020,02/01/2020,11/07/2020,SC,Aiken County,45003,Medium metro,82,1413
11/12/2020,02/01/2020,11/07/2020,SC,Anderson County,45007,Medium metro,198,2112
11/12/2020,02/01/2020,11/07/2020,SC,Beaufort County,45013,Small metro,73,1251
11/12/2020,02/01/2020,11/07/2020,SC,Berkeley County,45015,Medium metro,54,1162
11/12/2020,02/01/2020,11/07/2020,SC,Calhoun County,45017,Medium metro,13,110
11/12/2020,02/01/2020,11/07/2020,SC,Charleston County,45019,Medium metro,376,4104
11/12/2020,02/01/2020,11/07/2020,SC,Cherokee County,45021,Micropolitan,11,385
11/12/2020,02/01/2020,11/07/2020,SC,Chesterfield County,45025,Noncore,25,364
11/12/2020,02/01/2020,11/07/2020,SC,Clarendon County,45027,Noncore,32,259
11/12/2020,02/01/2020,11/07/2020,SC,Colleton County,45029,Noncore,39,426
11/12/2020,02/01/2020,11/07/2020,SC,Darlington County,45031,Small metro,66,518
11/12/2020,02/01/2020,11/07/2020,SC,Dillon County,45033,Noncore,18,271
11/12/2020,02/01/2020,11/07/2020,SC,Dorchester County,45035,Medium metro,61,774
11/12/2020,02/01/2020,11/07/2020,SC,Fairfield County,45039,Medium metro,13,182
11/12/2020,02/01/2020,11/07/2020,SC,Florence County,45041,Small metro,372,2557
11/12/2020,02/01/2020,11/07/2020,SC,Georgetown County,45043,Micropolitan,67,792
11/12/2020,02/01/2020,11/07/2020,SC,Greenville County,45045,Medium metro,358,4545
11/12/2020,02/01/2020,11/07/2020,SC,Greenwood County,45047,Micropolitan,107,919
11/12/2020,02/01/2020,11/07/2020,SC,Hampton County,45049,Noncore,22,147
11/12/2020,02/01/2020,11/07/2020,SC,Horry County,45051,Medium metro,222,3393
11/12/2020,02/01/2020,11/07/2020,SC,Jasper County,45053,Small metro,29,264
11/12/2020,02/01/2020,11/07/2020,SC,Kershaw County,45055,Medium metro,22,487
11/12/2020,02/01/2020,11/07/2020,SC,Lancaster County,45057,Large fringe metro,55,662
11/12/2020,02/01/2020,11/07/2020,SC,Laurens County,45059,Medium metro,33,573
11/12/2020,02/01/2020,11/07/2020,SC,Lexington County,45063,Medium metro,191,2379
11/12/2020,02/01/2020,11/07/2020,SC,Marion County,45067,Noncore,17,245
11/12/2020,02/01/2020,11/07/2020,SC,Newberry County,45071,Micropolitan,28,345
11/12/2020,02/01/2020,11/07/2020,SC,Oconee County,45073,Micropolitan,26,731
11/12/2020,02/01/2020,11/07/2020,SC,Orangeburg County,45075,Micropolitan,124,916
11/12/2020,02/01/2020,11/07/2020,SC,Pickens County,45077,Medium metro,35,767
11/12/2020,02/01/2020,11/07/2020,SC,Richland County,45079,Medium metro,347,3492
11/12/2020,02/01/2020,11/07/2020,SC,Saluda County,45081,Medium metro,10,126
11/12/2020,02/01/2020,11/07/2020,SC,Spartanburg County,45083,Medium metro,283,3130
11/12/2020,02/01/2020,11/07/2020,SC,Sumter County,45085,Small metro,79,963
11/12/2020,02/01/2020,11/07/2020,SC,Williamsburg County,45089,Noncore,18,224
11/12/2020,02/01/2020,11/07/2020,SC,York County,45091,Large fringe metro,97,1759
11/12/2020,02/01/2020,11/07/2020,SD,Beadle County,46005,Micropolitan,10,125
11/12/2020,02/01/2020,11/07/2020,SD,Brown County,46013,Micropolitan,10,300
11/12/2020,02/01/2020,11/07/2020,SD,Codington County,46029,Micropolitan,13,227
11/12/2020,02/01/2020,11/07/2020,SD,Davison County,46035,Micropolitan,10,173
11/12/2020,02/01/2020,11/07/2020,SD,Jerauld County,46073,Noncore,13,28
11/12/2020,02/01/2020,11/07/2020,SD,Lincoln County,46083,Small metro,15,213
11/12/2020,02/01/2020,11/07/2020,SD,Minnehaha County,46099,Small metro,232,2003
11/12/2020,02/01/2020,11/07/2020,SD,Pennington County,46103,Small metro,67,979
11/12/2020,02/01/2020,11/07/2020,SD,Turner County,46125,Small metro,15,95
11/12/2020,02/01/2020,11/07/2020,SD,Yankton County,46135,Micropolitan,13,215
11/12/2020,02/01/2020,11/07/2020,TN,Anderson County,47001,Medium metro,23,896
11/12/2020,02/01/2020,11/07/2020,TN,Blount County,47009,Medium metro,34,1092
11/12/2020,02/01/2020,11/07/2020,TN,Bradley County,47011,Small metro,27,878
11/12/2020,02/01/2020,11/07/2020,TN,Carroll County,47017,Noncore,21,294
11/12/2020,02/01/2020,11/07/2020,TN,Carter County,47019,Small metro,18,533
11/12/2020,02/01/2020,11/07/2020,TN,Cocke County,47029,Micropolitan,12,371
11/12/2020,02/01/2020,11/07/2020,TN,Coffee County,47031,Micropolitan,27,500
11/12/2020,02/01/2020,11/07/2020,TN,Cumberland County,47035,Micropolitan,22,664
11/12/2020,02/01/2020,11/07/2020,TN,Davidson County,47037,Large central metro,590,7658
11/12/2020,02/01/2020,11/07/2020,TN,DeKalb County,47041,Noncore,10,191
11/12/2020,02/01/2020,11/07/2020,TN,Dickson County,47043,Large fringe metro,26,448
11/12/2020,02/01/2020,11/07/2020,TN,Dyer County,47045,Micropolitan,31,418
11/12/2020,02/01/2020,11/07/2020,TN,Franklin County,47051,Micropolitan,12,385
11/12/2020,02/01/2020,11/07/2020,TN,Gibson County,47053,Noncore,20,481
11/12/2020,02/01/2020,11/07/2020,TN,Giles County,47055,Noncore,19,299
